Date,County,Active Dem,Active Rep,Active Uaf,Total Active,Inactive Dem,Inactive Rep,Inactive Uaf,Total Inactive,Grand Total,Year,Month,Label,Active Dem_change,Active Rep_change,Active Uaf_change,Total Active_change,Inactive Dem_change,Inactive Rep_change,Inactive Uaf_change,Total Inactive_change,Grand Total_change
2017-02-28,Otero,3435,3989,3395,10819,299,228,515,1042,11861,2017,feb,Swing,-0.000581902822228697,0.0007526342197692326,0.00921521997621877,0.0029665337906739087,-0.009933774834437137,0.004405286343612369,-0.0077071290944122905,-0.005725190839694694,0.0021968736797635113
2017-02-28,Ouray,1160,1311,1328,3799,113,214,238,565,4364,2017,feb,DEM,-0.005998286203941716,-0.0007621951219511924,0.0007535795026374359,-0.0018392012611665454,-0.00877192982456143,0.0,0.0,-0.0017667844522968323,-0.0018298261665141702
2017-02-28,Park,2535,5051,4703,12289,256,468,678,1402,13691,2017,feb,Swing,-0.00039432176656151174,0.0011892963330029094,0.008145766345123207,0.0035113506451085463,-0.019157088122605415,-0.012658227848101222,-0.013100436681222738,-0.01406469760900142,0.0016827626573017174
2017-02-28,Phillips,425,1574,704,2703,107,200,159,466,3169,2017,feb,REP,-0.009324009324009341,0.0006357279084552303,0.005714285714285783,0.0003700962250186013,-0.0092592592592593,-0.00497512437810943,-0.012422360248447228,-0.008510638297872353,-0.0009457755359394415
2017-02-28,Pitkin,4881,2153,5699,12733,623,367,1169,2159,14892,2017,feb,DEM,-0.0004095842719639142,0.0,0.0007023705004389758,0.00015709685020826036,-0.011111111111111072,-0.008108108108108136,0.0,-0.004610419548178868,-0.0005369127516778871
2017-02-28,Prowers,1393,2959,1915,6267,138,293,455,886,7153,2017,feb,REP,0.0,0.004071937563624006,0.007364544976328213,0.0041659990386155865,0.0,-0.003401360544217691,-0.008714596949891074,-0.0056116722783389195,0.002944475602916441
2017-02-28,Pueblo,42263,25719,31729,99711,2930,1679,4560,9169,108880,2017,feb,DEM,0.00014198830962919295,0.0015966975621153345,0.005227474337853311,0.002130674680147493,-0.006105834464043447,-0.004151838671411667,-0.00480139676996949,-0.0050998263888888395,0.0015177298440878229
2017-02-28,Rio Blanco,339,2780,826,3945,33,188,247,468,4413,2017,feb,REP,-0.0058651026392961825,0.0007199424046075986,0.0024271844660195274,0.0005072279989855044,0.0,0.010752688172043001,-0.0040322580645161255,0.0021413276231263545,0.0006802721088434716
2017-02-28,Rio Grande,2166,2770,1834,6770,228,292,439,959,7729,2017,feb,Swing,-0.0018433179723502668,-0.002161383285302576,0.003282275711159688,-0.000590493061706554,-0.012987012987012991,-0.0331125827814569,-0.0045351473922902175,-0.015400410677618104,-0.0024522457408363563
2017-02-28,Routt,5182,4773,7109,17064,580,568,1278,2426,19490,2017,feb,DEM,0.0011591962905719289,0.0006289308176101738,0.004096045197740095,0.002231880653118745,-0.0017211703958691649,-0.005253940455341555,-0.006993006993006978,-0.005330053300533044,0.0012843565373747978
2017-02-28,Saguache,1667,849,1129,3645,187,86,263,536,4181,2017,feb,DEM,0.0,0.0023612750885477762,0.00534283170080152,0.002199615067363103,-0.005319148936170248,-0.011494252873563204,-0.0037878787878787845,-0.005565862708719838,0.001197318007662762
2017-02-28,San Juan,170,134,295,599,22,20,57,99,698,2017,feb,DEM,-0.005847953216374324,0.0,0.013745704467353903,0.005033557046979942,0.0,0.0,0.0,0.0,0.004316546762589857
2017-02-28,San Miguel,2513,928,1905,5346,319,111,393,823,6169,2017,feb,DEM,0.0011952191235060639,-0.0064239828693790635,0.003159557661927437,0.0005614823133071045,-0.0031250000000000444,0.0183486238532109,0.0025510204081633514,0.0024360535931791105,0.0008111615833874541
2017-02-28,Sedgwick,242,896,416,1554,29,92,93,214,1768,2017,feb,REP,0.0,0.006741573033707926,0.009708737864077666,0.006476683937823857,-0.06451612903225812,-0.04166666666666663,0.0,-0.027272727272727226,0.0022675736961450532
2017-02-28,Summit,6288,4614,9120,20022,1568,1273,3240,6081,26103,2017,feb,DEM,0.0019120458891013214,0.0023897458179447106,0.0029693170570768146,0.002503504906869569,0.0,-0.008566978193146446,-0.004914004914004955,-0.004420432220039294,0.0008819018404908618
2017-02-28,Teller,2777,8384,5843,17004,339,767,955,2061,19065,2017,feb,REP,0.002527075812274404,0.0014333492594362784,0.006026170798898001,0.003185840707964571,-0.002941176470588225,-0.009043927648578864,-0.007276507276507305,-0.007225433526011571,0.002049826553137901
2017-02-28,Washington,276,2211,563,3050,31,143,90,264,3314,2017,feb,REP,0.0036363636363636598,-0.0018058690744920947,0.007155635062611854,0.0003279763857002571,0.0,0.0,0.0,0.0,0.0003018412315123342
2017-02-28,Weld,38513,63349,62749,164611,3233,4327,7686,15246,179857,2017,feb,Swing,0.0008835988461237676,0.0008215239268842822,0.004594793634529859,0.0022710943874133527,-0.019411586290567162,-0.02916760152568998,-0.017889087656529523,-0.021437740693196372,0.00021688596247315672
2017-02-28,Yuma,828,3091,1656,5575,69,171,183,423,5998,2017,feb,REP,-0.0036101083032491488,-0.00258147789609553,0.01098901098901095,0.0012571839080459668,0.0,0.0,-0.016129032258064502,-0.007042253521126751,0.000667334000667319
2017-02-28,Adams,87533,62408,94480,244421,6510,4337,11656,22503,266924,2017,feb,DEM,0.0012811567014789915,0.0011389704348943042,0.005480764114297987,0.002863906976362518,-0.008377760853008343,-0.009365006852444013,-0.010274263394752459,-0.009551056338028219,0.0018052641653185653
2017-02-28,Larimer,64180,73286,91965,229431,4017,4213,11144,19374,248805,2017,feb,DEM,-0.0005917344046840745,-0.000504616559606097,0.0032618419043046742,0.000977282543726865,-0.008392989385336946,-0.012886597938144284,-0.006153571747079312,-0.008089289371288166,0.0002653383667217124
2017-02-28,Lake,1869,801,1434,4104,233,124,346,703,4807,2017,feb,DEM,-0.001068947087119243,0.0,-0.0034746351633078154,-0.0017027487229384075,0.008658008658008587,0.0,0.005813953488372103,0.005722460658083017,-0.0006237006237006515
2017-02-28,La Plata,12236,11322,13432,36990,1529,1416,2765,5710,42700,2017,feb,DEM,0.0006542361792607476,0.00044181320137837155,0.0038863976083707286,0.0017603249830737688,-0.0058517555266579535,-0.009790209790209836,-0.0021652832912305575,-0.005053145147238203,0.000843802737671151
2017-02-28,Kit Carson,581,2563,1194,4338,55,174,253,482,4820,2017,feb,REP,0.0,0.0027386541471048353,0.009298393913778513,0.004166666666666652,-0.017857142857142905,-0.011363636363636354,0.0,-0.006185567010309256,0.003121748178980255
2017-02-28,Arapahoe,125923,108179,136263,370365,10515,7417,18377,36309,406674,2017,feb,DEM,0.0008424934627275782,-0.0011172668513388384,0.0033503180961356183,0.0011894302899235765,0.0004757373929591413,-0.00523068669527893,-0.009059045564842272,-0.005532579222700007,0.0005855780491885731
2017-02-28,Baca,603,1316,642,2561,36,68,111,215,2776,2017,feb,REP,-0.00658978583196046,0.0007604562737641984,0.0046948356807512415,0.0,0.0,0.014925373134328401,-0.017699115044247815,-0.00462962962962965,-0.0003601008282319018
2017-02-28,Bent,791,911,738,2440,160,138,217,515,2955,2017,feb,Swing,0.0012658227848101333,0.001098901098901095,0.004081632653061273,0.002053388090349051,-0.012345679012345734,-0.007194244604316502,-0.0091324200913242,-0.009615384615384581,0.0
2017-02-28,Boulder,96833,37012,82167,216012,6681,2633,10675,19989,236001,2017,feb,DEM,-0.0011140796979606238,-0.0023450766867031403,0.0033090749242943307,0.00035195613515126567,-0.006247211066488179,-0.007538635506973201,-0.005311218784942229,-0.005918042570121296,-0.0001821694260392137
2017-02-28,Broomfield,13282,12738,17618,43638,1137,1127,2238,4502,48140,2017,feb,DEM,-0.001203188449390935,-0.0012545083895248998,0.003760255241567867,0.0007797449775250875,0.004416961130742081,0.002669039145907437,-0.004005340453938633,-0.0002220741727737563,0.0006859708566320233
2017-02-28,Chaffee,3516,4665,4756,12937,241,333,702,1276,14213,2017,feb,Swing,-0.001986942946352488,0.0004289084280506561,0.00485949714768652,0.0013932966947907133,-0.008230452674897082,0.0060422960725075026,-0.0028409090909090606,-0.0015649452269170805,0.0011269986616890826
2017-02-28,Cheyenne,161,840,303,1304,16,53,37,106,1410,2017,feb,REP,0.006250000000000089,0.0011918951132301459,-0.003289473684210509,0.0007674597083653367,0.0,0.0,0.0,0.0,0.0007097232079489313
2017-02-28,Clear Creek,2145,2090,2773,7008,206,184,428,818,7826,2017,feb,DEM,-0.0009315323707498324,0.0019175455417066445,0.005803409503083001,0.0025751072961373023,0.0,0.0,-0.0046511627906976605,-0.0024390243902439046,0.0020486555697822872
2017-02-28,Conejos,2386,1776,754,4916,182,135,155,472,5388,2017,feb,DEM,-0.003757828810020847,0.0005633802816902289,-0.002645502645502673,-0.002030044660982555,0.0,0.0,0.0,0.0,-0.0018525379770285566
2017-02-28,Costilla,1555,381,494,2430,86,33,109,228,2658,2017,feb,DEM,-0.0038436899423446302,-0.002617801047120394,0.0,-0.0028723840787854282,-0.011494252873563204,0.0,0.0,-0.004366812227074246,-0.0030007501875468634
2017-02-28,Crowley,428,957,481,1866,42,50,79,171,2037,2017,feb,REP,0.0,0.0,0.002083333333333437,0.0005361930294907058,0.0,-0.038461538461538436,0.0,-0.011560693641618491,-0.0004906771344455052
2017-02-28,Custer,499,2151,832,3482,35,118,91,244,3726,2017,feb,REP,0.012170385395537497,0.00046511627906986597,0.013398294762484664,0.0051963048498844255,0.0,0.0,-0.021505376344086002,-0.008130081300813052,0.004312668463611891
2017-02-28,Delta,3576,9490,6677,19743,202,474,724,1400,21143,2017,feb,REP,0.0008396305625524292,0.001266089892382416,0.002402041735475091,0.0015726461038960693,0.0,0.004237288135593209,0.004160887656033285,0.0035842293906809264,0.0017055953001374746
2017-02-28,Denver,197393,58577,144318,400288,16647,5878,23382,45907,446195,2017,feb,DEM,-0.004091743859861552,-0.005905812473483207,-0.0014115497986465497,-0.00339349335617245,-0.062352145995268726,-0.048559404337973455,-0.07306243805748269,-0.06611469373639567,-0.010232737662153268
2017-02-28,Archuleta,2010,4206,2597,8813,358,574,466,1398,10211,2017,feb,Swing,0.001494768310911887,0.0028612303290413976,0.006589147286821806,0.003644231864252445,-0.005555555555555536,-0.005199306759098743,-0.006396588486140775,-0.005689900426742556,0.002355943850004927
2017-02-28,Douglas,43761,98877,74213,216851,3256,6936,7665,17857,234708,2017,feb,Swing,-4.570070607590182e-05,2.0227560050489757e-05,0.0038279453537128916,0.001306748919507994,0.004628201172477642,-0.0023014959723820505,0.0011755485893416573,0.00044820438119774764,0.0012413775451438624
2017-02-28,Kiowa,143,575,237,955,11,31,35,77,1032,2017,feb,REP,-0.00694444444444442,0.0,0.004237288135593209,0.0,0.0,-0.03125,0.02941176470588225,0.0,0.0
2017-02-28,Jefferson,118027,118076,150138,386241,9329,8200,16460,33989,420230,2017,feb,DEM,-0.0005419549330600848,-0.0015305647868625316,0.0024972623594454735,0.00033409995027344763,-0.014368726888536743,-0.021362931137367203,-0.013839793900904729,-0.015810047777616965,-0.000991330022560466
2017-02-28,Jackson,112,684,180,976,30,108,69,207,1183,2017,feb,REP,0.0,-0.0014598540145985828,0.0,-0.0010235414534288667,0.0,0.0,0.0,0.0,-0.0008445945945946276
2017-02-28,Huerfano,2027,1234,1224,4485,145,112,204,461,4946,2017,feb,DEM,-0.007831620166421915,0.0,0.003278688524590123,-0.0026684456304202353,-0.013605442176870763,-0.008849557522123908,0.0,-0.006465517241379337,-0.0030235839548478083
2017-02-28,Dolores,339,699,408,1446,38,48,120,206,1652,2017,feb,REP,-0.0058651026392961825,0.0028694404591105283,0.0049261083743843415,0.0013850415512466352,0.0,0.0,0.0,0.0,0.00121212121212122
2017-02-28,Gunnison,3629,2876,4752,11257,385,368,920,1673,12930,2017,feb,DEM,0.0016560861164780505,-0.0003475842891901282,0.0038022813688212143,0.0020473562399858647,-0.010282776349614386,-0.0027100271002710175,-0.00325027085590468,-0.004759071980963703,0.0011614401858304202
2017-02-28,Hinsdale,114,414,151,679,9,34,22,65,744,2017,feb,Swing,0.036363636363636376,0.002421307506053294,-0.03205128205128205,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-28,Gilpin,1258,1144,1835,4237,175,139,329,643,4880,2017,feb,DEM,-0.0015873015873015817,-0.00521739130434784,0.002732240437158362,-0.0007075471698113622,0.005747126436781658,0.0,-0.0060422960725075026,-0.0015527950310558758,-0.0008190008190007703
2017-02-28,Garfield,8238,10508,13363,32109,473,639,1911,3023,35132,2017,feb,Swing,-0.00048531909730642475,0.0002855782960495823,0.0045102608434188785,0.0018408736349453392,-0.020703933747411973,-0.01692307692307693,-0.008817427385892085,-0.012414243711205475,0.0005981031585542418
2017-02-28,Fremont,5149,12044,9632,26825,500,972,1519,2991,29816,2017,feb,REP,-0.0013576415826221933,0.0005815402508930756,0.0038561750911934034,0.0013812154696133394,-0.001996007984031989,0.006211180124223503,-0.0026263952724885353,0.00033444816053518345,0.0012761098797771098
2017-02-28,Elbert,2312,10270,5726,18308,146,485,490,1121,19429,2017,feb,REP,-0.0004323389537397304,0.0007795751315533561,0.003505082369435586,0.0014769432744379252,0.0,-0.024144869215291798,-0.006085192697768749,-0.01320422535211263,0.0006180151413710533
2017-02-28,El Paso,84766,163576,143333,391675,9449,12914,23085,45448,437123,2017,feb,Swing,0.000625641873148064,0.00023847814256106048,0.0052671445203462675,0.0021569369959471008,-0.0012683648662932256,7.74413381863237e-05,-0.002204356846473021,-0.0013623379477037956,0.0017898804149039105
2017-02-28,Eagle,9190,7935,13397,30522,812,771,2159,3742,34264,2017,feb,DEM,0.0003265483835854788,-0.0020123254936486035,0.003445434798891478,0.001082357571583259,0.003708281829418958,-0.0012953367875647714,-0.0027713625866050418,-0.0010678056593700358,0.0008470863151746055
2017-02-28,Grand,2335,4308,3806,10449,150,230,486,866,11315,2017,feb,Swing,0.003437902879243726,-0.00023207240659084416,0.003162888771744754,0.0018216682646212679,-0.0066225165562914245,-0.0043290043290042934,0.01039501039501034,0.0034762456546928444,0.0019481094483309036
2017-03-28,Douglas,43799,98863,74778,217440,3245,6949,7644,17838,235278,2017,mar,Swing,0.0008683530997921629,-0.00014159005633263,0.0076132214032582635,0.002716150721002064,-0.0033783783783783994,0.001874279123414091,-0.002739726027397249,-0.0010640085120681153,0.0024285495168465676
2017-03-28,Eagle,9192,7938,13461,30591,808,774,2151,3733,34324,2017,mar,DEM,0.0002176278563656986,0.0003780718336483524,0.004777188922893139,0.0022606644387654917,-0.0049261083743842304,0.0038910505836575737,-0.0037054191755442334,-0.0024051309460181303,0.001751109035722731
2017-03-28,El Paso,84958,163729,144537,393224,9427,12877,23006,45310,438534,2017,mar,Swing,0.002265059103885969,0.0009353450383919881,0.008400019534929193,0.003954809472138887,-0.002328288707799775,-0.0028651076351247085,-0.0034221355858782276,-0.0030364372469635637,0.003227924405716509
2017-03-28,Elbert,2315,10290,5767,18372,145,483,485,1113,19485,2017,mar,REP,0.001297577854671328,0.0019474196689386325,0.007160321341250331,0.003495739567402234,-0.006849315068493178,-0.004123711340206171,-0.010204081632653073,-0.007136485280999083,0.002882289361264112
2017-03-28,Fremont,5156,12062,9692,26910,503,973,1519,2995,29905,2017,mar,REP,0.0013594872790834156,0.0014945200929923352,0.006229235880398587,0.0031686859273065693,0.006000000000000005,0.0010288065843622185,0.0,0.0013373453694416337,0.002984974510330085
2017-03-28,Jackson,112,690,184,986,30,108,68,206,1192,2017,mar,REP,0.0,0.00877192982456143,0.022222222222222143,0.010245901639344357,0.0,0.0,-0.01449275362318836,-0.004830917874396157,0.0076077768385460764
2017-03-28,Gilpin,1255,1147,1844,4246,175,139,329,643,4889,2017,mar,DEM,-0.0023847376788552754,0.002622377622377714,0.004904632152588517,0.0021241444418220734,0.0,0.0,0.0,0.0,0.0018442622950820553
2017-03-28,Grand,2336,4308,3823,10467,150,228,485,863,11330,2017,mar,Swing,0.0004282655246252709,0.0,0.004466631634261642,0.0017226528854434875,0.0,-0.008695652173912993,-0.002057613168724326,-0.0034642032332563577,0.001325673884224443
2017-03-28,Gunnison,3633,2880,4784,11297,383,365,914,1662,12959,2017,mar,DEM,0.0011022320198401658,0.0013908205841446364,0.006734006734006703,0.0035533445855910895,-0.0051948051948051965,-0.008152173913043459,-0.006521739130434745,-0.006575014943215773,0.0022428460943542117
2017-03-28,Hinsdale,114,412,151,677,9,33,22,64,741,2017,mar,Swing,0.0,-0.004830917874396157,0.0,-0.002945508100147265,0.0,-0.02941176470588236,0.0,-0.01538461538461533,-0.0040322580645161255
2017-03-28,Huerfano,2024,1239,1241,4504,144,112,202,458,4962,2017,mar,DEM,-0.0014800197335964604,0.004051863857374327,0.01388888888888884,0.00423634336677825,-0.006896551724137945,0.0,-0.009803921568627416,-0.006507592190889366,0.0032349373230893264
2017-03-28,Dolores,340,700,409,1449,37,48,120,205,1654,2017,mar,REP,0.002949852507374562,0.0014306151645206988,0.002450980392156854,0.0020746887966804906,-0.02631578947368418,0.0,0.0,-0.004854368932038833,0.001210653753026536
2017-03-28,Garfield,8242,10512,13434,32188,477,644,1913,3034,35222,2017,mar,Swing,0.00048555474629763395,0.0003806623524933439,0.005313178178552702,0.0024603693668441284,0.008456659619450413,0.00782472613458518,0.0010465724751438366,0.0036387694343367194,0.0025617670499828993
2017-03-28,Denver,197316,58482,145158,400956,16522,5829,23224,45575,446531,2017,mar,DEM,-0.0003900847547785302,-0.0016217969510217145,0.005820479773832821,0.001668798465105148,-0.007508860455337274,-0.008336168764885965,-0.006757334701907425,-0.007232012547106148,0.0007530339873822456
2017-03-28,Broomfield,13297,12704,17749,43750,1122,1121,2235,4478,48228,2017,mar,DEM,0.0011293479897604985,-0.0026691788349819667,0.007435577250539227,0.002566570420275971,-0.01319261213720313,-0.0053238686779059075,-0.0013404825737265424,-0.005330964015992867,0.0018280016618197337
2017-03-28,Crowley,428,956,492,1876,42,49,78,169,2045,2017,mar,REP,0.0,-0.0010449320794148065,0.022869022869022926,0.005359056806002238,0.0,-0.020000000000000018,-0.012658227848101222,-0.011695906432748537,0.003927344133529687
2017-03-28,Costilla,1552,381,502,2435,83,33,111,227,2662,2017,mar,DEM,-0.0019292604501607302,0.0,0.0161943319838056,0.002057613168724215,-0.03488372093023251,0.0,0.0183486238532109,-0.004385964912280715,0.0015048908954100604
2017-03-28,Conejos,2382,1777,757,4916,182,135,154,471,5387,2017,mar,DEM,-0.0016764459346185756,0.0005630630630630851,0.003978779840848823,0.0,0.0,0.0,-0.006451612903225823,-0.0021186440677966045,-0.00018559762435044203
2017-03-28,Clear Creek,2143,2098,2770,7011,207,183,424,814,7825,2017,mar,DEM,-0.0009324009324008786,0.00382775119617218,-0.0010818608005770392,0.00042808219178080975,0.004854368932038833,-0.005434782608695676,-0.009345794392523366,-0.004889975550122272,-0.00012777919754658473
2017-03-28,Cheyenne,160,841,304,1305,16,53,37,106,1411,2017,mar,REP,-0.006211180124223614,0.0011904761904761862,0.0033003300330032292,0.0007668711656441118,0.0,0.0,0.0,0.0,0.0007092198581559739
2017-03-28,Chaffee,3513,4673,4770,12956,240,332,697,1269,14225,2017,mar,Swing,-0.0008532423208190698,0.0017148981779206984,0.002943650126156383,0.0014686557934606714,-0.004149377593360981,-0.0030030030030030463,-0.007122507122507171,-0.005485893416927845,0.0008442974741433851
2017-03-28,Boulder,96836,36941,82589,216366,6669,2636,10665,19970,236336,2017,mar,DEM,3.098117377331455e-05,-0.001918296768615546,0.00513588180169644,0.0016387978445642215,-0.0017961383026493527,0.0011393847322445083,-0.0009367681498828606,-0.000950522787533159,0.0014194855106546278
2017-03-28,Bent,795,914,747,2456,158,137,214,509,2965,2017,mar,Swing,0.005056890012642201,0.003293084522502765,0.012195121951219523,0.006557377049180246,-0.012499999999999956,-0.007246376811594235,-0.01382488479262678,-0.011650485436893177,0.0033840947546530664
2017-03-28,Baca,602,1317,653,2572,36,67,110,213,2785,2017,mar,REP,-0.0016583747927031434,0.0007598784194529085,0.017133956386292892,0.0042951971885982765,0.0,-0.014705882352941124,-0.009009009009009028,-0.009302325581395321,0.0032420749279538086
2017-03-28,Archuleta,2008,4222,2619,8849,355,572,462,1389,10238,2017,mar,Swing,-0.0009950248756218638,0.003804089396100885,0.008471313053523222,0.004084874617042988,-0.008379888268156388,-0.0034843205574912606,-0.008583690987124415,-0.006437768240343367,0.0026442072274996953
2017-03-28,Arapahoe,126220,108172,137246,371638,10526,7360,18250,36136,407774,2017,mar,DEM,0.0023585842141626845,-6.470756801224553e-05,0.0072139905917234515,0.003437149838672715,0.0010461245839277211,-0.00768504786301738,-0.0069108124285791606,-0.004764658899997221,0.002704869256455966
2017-03-28,Alamosa,3314,2576,2750,8640,311,214,538,1063,9703,2017,mar,DEM,-0.0003016591251885359,0.0015552099533437946,0.01363803907113903,0.0046511627906977715,-0.009554140127388533,-0.0046511627906976605,-0.011029411764705843,-0.009319664492078328,0.003101416313449734
2017-03-28,Adams,87530,62439,95146,245115,6469,4308,11540,22317,267432,2017,mar,DEM,-3.427278854828408e-05,0.0004967311883092851,0.007049110922946689,0.002839363229837133,-0.006298003072196634,-0.006686649757897123,-0.009951956074124912,-0.00826556459138783,0.0019031634472734815
2017-03-28,Jefferson,118050,117969,151026,387045,9267,8126,16367,33760,420805,2017,mar,DEM,0.0001948706651868637,-0.0009061960093499355,0.005914558606082476,0.002081601901403607,-0.0066459427591382125,-0.009024390243902447,-0.0056500607533414016,-0.006737473888611012,0.0013682983128286974
2017-03-28,Custer,502,2158,839,3499,35,118,90,243,3742,2017,mar,REP,0.006012024048096087,0.0032543003254299485,0.008413461538461453,0.004882251579551911,0.0,0.0,-0.01098901098901095,-0.004098360655737654,0.004294149221685473
2017-03-28,Kiowa,143,575,238,956,11,29,35,75,1031,2017,mar,REP,0.0,0.0,0.00421940928270037,0.0010471204188482464,0.0,-0.06451612903225812,0.0,-0.025974025974025983,-0.0009689922480620172
2017-03-28,Delta,3573,9493,6702,19768,200,474,718,1392,21160,2017,mar,REP,-0.000838926174496657,0.00031612223393051586,0.003744196495432117,0.0012662715899305343,-0.00990099009900991,0.0,-0.008287292817679592,-0.005714285714285672,0.0008040486212930187
2017-03-28,La Plata,12220,11328,13526,37074,1526,1418,2761,5705,42779,2017,mar,DEM,-0.001307616868257644,0.0005299417064121847,0.006998213222155991,0.002270884022708808,-0.0019620667102681066,0.0014124293785311437,-0.0014466546112116285,-0.0008756567425569628,0.0018501170960187885
2017-03-28,Yuma,824,3098,1675,5597,68,170,182,420,6017,2017,mar,REP,-0.004830917874396157,0.0022646392753153943,0.011473429951690761,0.003946188340807177,-0.01449275362318836,-0.005847953216374324,-0.005464480874316946,-0.007092198581560294,0.0031677225741912896
2017-03-28,Weld,38568,63476,63142,165186,3213,4306,7628,15147,180333,2017,mar,Swing,0.00142808921662807,0.002004767241787553,0.006263048016701411,0.0034930836942852483,-0.006186204763377723,-0.004853247053385745,-0.007546187874056698,-0.00649350649350644,0.0026465469789889173
2017-03-28,Washington,278,2207,578,3063,32,141,90,263,3326,2017,mar,REP,0.007246376811594235,-0.0018091361374943382,0.026642984014209503,0.004262295081967293,0.032258064516129004,-0.013986013986013957,0.0,-0.0037878787878787845,0.0036210018105009567
2017-03-28,Teller,2776,8404,5885,17065,338,762,951,2051,19116,2017,mar,REP,-0.0003601008282319018,0.0023854961832061594,0.007188088310799312,0.0035873912020700782,-0.002949852507374673,-0.006518904823989535,-0.004188481675392652,-0.004852013585638026,0.002675059008654612
2017-03-28,Summit,6312,4608,9138,20058,1568,1270,3220,6058,26116,2017,mar,DEM,0.003816793893129722,-0.0013003901170350884,0.0019736842105262387,0.0017980221756068726,0.0,-0.00235663786331497,-0.006172839506172867,-0.003782272652524288,0.0004980270466996561
2017-03-28,Sedgwick,238,897,414,1549,31,92,95,218,1767,2017,mar,REP,-0.016528925619834656,0.0011160714285713969,-0.004807692307692291,-0.003217503217503248,0.06896551724137923,0.0,0.021505376344086002,0.01869158878504673,-0.0005656108597285048
2017-03-28,San Miguel,2504,925,1905,5334,322,112,396,830,6164,2017,mar,DEM,-0.0035813768404298063,-0.003232758620689613,0.0,-0.002244668911335568,0.00940438871473348,0.009009009009008917,0.007633587786259444,0.008505467800729027,-0.0008105041335710883
2017-03-28,San Juan,173,136,302,611,22,20,57,99,710,2017,mar,DEM,0.01764705882352935,0.014925373134328401,0.023728813559322104,0.02003338898163598,0.0,0.0,0.0,0.0,0.017191977077363862
2017-03-28,Saguache,1669,849,1135,3653,186,83,261,530,4183,2017,mar,DEM,0.0011997600479904946,0.0,0.005314437555358653,0.0021947873799725848,-0.005347593582887722,-0.03488372093023251,-0.0076045627376425395,-0.011194029850746245,0.00047835446065525034
2017-03-28,Routt,5189,4777,7151,17117,577,566,1271,2414,19531,2017,mar,DEM,0.0013508297954458737,0.0008380473496751861,0.005908003938669193,0.003105954055321103,-0.005172413793103403,-0.0035211267605633756,-0.005477308294209671,-0.004946413849958753,0.002103642893791724
2017-03-28,Rio Grande,2160,2773,1848,6781,226,290,437,953,7734,2017,mar,Swing,-0.0027700831024930483,0.0010830324909747446,0.007633587786259444,0.0016248153618907413,-0.00877192982456143,-0.006849315068493178,-0.004555808656036442,-0.006256517205422307,0.0006469142191745103
2017-03-28,Rio Blanco,340,2779,837,3956,34,186,248,468,4424,2017,mar,REP,0.002949852507374562,-0.0003597122302158029,0.013317191283293006,0.0027883396704688757,0.030303030303030276,-0.010638297872340385,0.004048582995951344,0.0,0.00249263539542266
2017-03-28,Pueblo,42272,25762,31933,99967,2899,1674,4525,9098,109065,2017,mar,DEM,0.0002129522277170004,0.0016719157043429966,0.006429449399602882,0.002567419843347185,-0.01058020477815702,-0.0029779630732579276,-0.007675438596491224,-0.0077434834769331,0.0016991182953709494
2017-03-28,Prowers,1399,2966,1939,6304,136,284,448,868,7172,2017,mar,REP,0.004307250538406304,0.002365664075701268,0.012532637075717945,0.005903941279719271,-0.01449275362318836,-0.030716723549488067,-0.01538461538461533,-0.020316027088036148,0.002656228156018514
2017-03-28,Pitkin,4898,2154,5706,12758,623,365,1166,2154,14912,2017,mar,DEM,0.003482892849825836,0.0004644681839294229,0.0012282856641516737,0.0019634021833032644,0.0,-0.00544959128065392,-0.0025662959794696683,-0.0023158869847151875,0.0013430029546064315
2017-03-28,Kit Carson,576,2565,1207,4348,57,174,252,483,4831,2017,mar,REP,-0.008605851979345935,0.0007803355442841386,0.010887772194304812,0.002305209774089434,0.036363636363636376,0.0,-0.0039525691699604515,0.0020746887966804906,0.0022821576763485396
2017-03-28,Logan,1836,5923,3629,11388,222,424,765,1411,12799,2017,mar,REP,-0.0032573289902280145,0.0006757898293630049,0.00442845280929971,0.0012308774397749023,-0.008928571428571397,-0.0046948356807511304,-0.00649350649350644,-0.006338028169014076,0.0003908081913397421
2017-03-28,Larimer,64194,73287,92545,230026,3978,4197,11071,19246,249272,2017,mar,DEM,0.00021813649111868116,1.3645170974019294e-05,0.00630674713206103,0.0025933722992970143,-0.009708737864077666,-0.0037977688108236096,-0.006550610193826301,-0.006606792608650824,0.0018769719258053819
2017-03-28,Las Animas,3952,2245,2240,8437,556,406,555,1517,9954,2017,mar,Swing,-0.002020202020202033,-0.0008900756564308443,0.008100810081008047,0.0009491042828331242,-0.0035842293906810374,-0.002457002457002422,-0.0017985611510791255,-0.002629848783694988,0.0004020100502513113
2017-03-28,Lincoln,391,1701,661,2753,62,142,160,364,3117,2017,mar,REP,0.002564102564102555,-0.005844535359438963,0.010703363914372988,-0.0007259528130671988,0.03333333333333344,0.0,0.0,0.005524861878453136,0.0
2017-03-28,Phillips,429,1572,707,2708,106,198,159,463,3171,2017,mar,REP,0.009411764705882453,-0.0012706480304955914,0.0042613636363635354,0.0018497965223824853,-0.009345794392523366,-0.010000000000000009,0.0,-0.006437768240343367,0.0006311139160617429
