Date,County,Active Dem,Active Rep,Active Uaf,Total Active,Inactive Dem,Inactive Rep,Inactive Uaf,Total Inactive,Grand Total,Year,Month,Label,Active Dem_change,Active Rep_change,Active Uaf_change,Total Active_change,Inactive Dem_change,Inactive Rep_change,Inactive Uaf_change,Total Inactive_change,Grand Total_change
2013-12-28,Lake,1608,667,1132,3407,557,301,730,1588,4995,2013,dec,DEM,0.0,0.0,-0.0008826125330979595,-0.0002934272300469942,-0.005357142857142838,-0.0033112582781457123,-0.00544959128065392,-0.005012531328320802,-0.0017985611510791255
2013-12-28,Larimer,51608,65040,76249,192897,9040,8728,18491,36259,229156,2013,dec,DEM,0.005964679739581369,0.006343803187374375,0.015461858086511793,0.009826196209820948,-0.03180893220520509,-0.03940127668941229,-0.02519900890927307,-0.030300599058622146,0.0032572719471830602
2013-12-28,Las Animas,4097,1847,1823,7767,853,718,741,2312,10079,2013,dec,Swing,0.0034288513348028626,0.0016268980477223138,0.013904338153504003,0.005436893203883519,-0.030681818181818143,-0.034946236559139754,-0.018543046357615944,-0.02816309373686421,-0.002474267616785486
2013-12-28,Lincoln,419,1499,654,2572,95,193,204,492,3064,2013,dec,REP,-0.004750593824228044,0.00200534759358284,0.01869158878504673,0.005080109417741285,-0.050000000000000044,-0.049261083743842415,-0.033175355450236976,-0.04280155642023342,-0.0029287341360234587
2013-12-28,Logan,1927,5319,3142,10388,378,652,913,1943,12331,2013,dec,REP,-0.0020714655618850886,0.003206337231233425,0.008667736757624445,0.0038654812524159254,-0.03076923076923077,-0.035502958579881616,-0.0224839400428265,-0.02849999999999997,-0.0013767411726595125
2013-12-28,Mesa,15792,35655,27928,79375,5502,10408,12657,28567,107942,2013,dec,REP,0.0037500794508358304,0.005357394614408539,0.01834092980856883,0.009564631214784569,-0.009184224743381986,-0.013272658323852826,-0.013484021823850334,-0.012581659811275125,0.003607490190973728
2013-12-28,Mineral,326,249,140,715,64,59,32,155,870,2013,dec,Swing,0.0,0.0,0.0,0.0,0.0,-0.01666666666666672,-0.030303030303030276,-0.01273885350318471,-0.002293577981651418
2013-12-28,Moffat,878,3829,2066,6773,427,1061,1186,2674,9447,2013,dec,REP,0.0,-0.0010435690060005554,-0.0004837929366231508,-0.0007376807317792666,-0.002336448598130869,-0.005623242736644829,-0.004198152812762368,-0.004467609828741614,-0.0017962806424345334
2013-12-28,Montezuma,3333,6900,4661,14894,1262,1749,1836,4847,19741,2013,dec,Swing,0.0018034265103696878,0.0030527692978630228,0.015911072362685186,0.006759497093416167,-0.007081038552321006,-0.00962627406568517,-0.005955603681645938,-0.007575757575757569,0.0032015448724462825
2013-12-28,Montrose,4141,10349,7557,22047,589,1332,1809,3730,25777,2013,dec,REP,0.004609412906356081,0.007496105919003071,0.009079983976498784,0.007494402047251381,-0.05608974358974361,-0.07371349095966617,-0.04184322033898302,-0.05569620253164553,-0.0021677699067085276
2013-12-28,Morgan,2853,5552,4364,12769,590,867,1176,2633,15402,2013,dec,REP,0.004577464788732444,0.0034339418037230285,0.007619487416301141,0.005116498740554087,-0.02640264026402639,-0.037735849056603765,-0.020000000000000018,-0.027336534909493948,-0.0005839984426708744
2013-12-28,Otero,3355,3554,2812,9721,592,546,712,1850,11571,2013,dec,Swing,0.004791853848457706,0.006228765571913986,0.016263100831225064,0.008611745175347574,-0.02148760330578514,-0.035335689045936425,-0.019283746556473802,-0.02477596204533472,0.003120936280884168
2013-12-28,Kiowa,183,508,225,916,11,46,39,96,1012,2013,dec,REP,-0.005434782608695676,-0.0039215686274509665,0.0044642857142858094,-0.002178649237472796,-0.15384615384615385,-0.061224489795918324,0.0,-0.04950495049504955,-0.006869479882237517
2013-12-28,Ouray,919,1308,1186,3413,176,289,338,803,4216,2013,dec,DEM,-0.005411255411255422,0.0030674846625766694,0.019776440240756754,0.006487761722205887,-0.053763440860215006,-0.07073954983922826,-0.04788732394366202,-0.057511737089201875,-0.006363422106999805
2013-12-28,Phillips,448,1459,631,2538,126,290,240,656,3194,2013,dec,REP,0.006741573033707926,0.000685871056241405,0.007987220447284393,0.003558718861210064,-0.023255813953488413,-0.013605442176870763,-0.004149377593360981,-0.012048192771084376,0.0003131850923896451
2013-12-28,Pitkin,4333,2186,5605,12124,849,591,1397,2837,14961,2013,dec,DEM,0.000692840646651316,0.0022925263640531934,0.006283662477558405,0.0035593080043043734,0.008313539192398967,0.0016949152542373724,0.013052936910805002,0.00924937744574894,0.004633360193392333
2013-12-28,Prowers,1374,2528,1793,5695,242,439,546,1227,6922,2013,dec,REP,0.0036523009495983416,0.0019817677368212383,0.012994350282485856,0.005828329212292482,-0.004115226337448541,-0.0045351473922902175,-0.012658227848101222,-0.00808407437348424,0.003333816495144193
2013-12-28,Pueblo,40157,21954,26397,88508,8285,4896,9295,22476,110984,2013,dec,DEM,0.003548669249031633,0.0048517026730134916,0.011999693298573755,0.006378841802449298,-0.015331590206798196,-0.011907164480322918,-0.0099062633148701,-0.012347849013490397,0.002529267235149568
2013-12-28,Rio Blanco,362,2471,810,3643,71,371,328,770,4413,2013,dec,REP,0.0027700831024930483,0.00040485829959524544,0.015037593984962516,0.0038578120694405804,0.0,0.002702702702702675,-0.003039513677811523,0.0,0.0031825414867014956
2013-12-28,Rio Grande,2029,2700,1647,6376,400,491,475,1366,7742,2013,dec,Swing,0.007948335817188346,0.004090740052064001,0.023617153511497735,0.010299477103470123,-0.04076738609112707,-0.04660194174757282,-0.026639344262295084,-0.038028169014084456,0.0014228430992109242
2013-12-28,Routt,4290,4390,5998,14678,1023,990,1883,3896,18574,2013,dec,DEM,0.004448606883633799,0.005957836846929521,0.013860716700473397,0.008727922479554673,-0.010638297872340385,-0.009009009009009028,-0.0015906680805938267,-0.005868844092880798,0.005630752571738062
2013-12-28,Saguache,1600,712,1088,3400,319,160,326,805,4205,2013,dec,DEM,0.0025062656641603454,0.0014064697609001975,0.019681349578256846,0.007705986959098965,-0.03625377643504535,-0.06976744186046513,-0.04398826979472137,-0.04620853080568721,-0.003082029397818875
2013-12-28,San Juan,159,136,276,571,27,17,55,99,670,2013,dec,DEM,0.006329113924050667,0.014925373134328401,0.01098901098901095,0.010619469026548645,0.0,0.0,-0.017857142857142905,-0.010000000000000009,0.007518796992481258
2013-12-28,San Miguel,2054,830,1821,4705,632,291,894,1817,6522,2013,dec,DEM,-0.011073663938372613,-0.0024038461538461453,0.008864265927977844,-0.0019092066185829593,-0.0015797788309637184,-0.023489932885906062,-0.005561735261401579,-0.0071038251366120075,-0.0033618581907089995
2013-12-28,Sedgwick,271,857,369,1497,15,73,66,154,1651,2013,dec,REP,0.0074349442379182396,0.007050528789659172,0.008196721311475308,0.007402422611036297,-0.21052631578947367,-0.15116279069767447,-0.04347826086956519,-0.11494252873563215,-0.005421686746987953
2013-12-28,Summit,4907,4150,8037,17094,2257,1923,4890,9070,26164,2013,dec,DEM,0.004709254709254651,0.0026576467745831334,0.005001875703388725,0.004347826086956497,0.0035571365051134674,0.005227391531625658,0.00991325898389106,0.007330075521990276,0.005379649554257515
2013-12-28,Teller,2509,7197,4991,14697,460,1127,1110,2697,17394,2013,dec,REP,0.007630522088353464,0.010956595027391547,0.016496945010183284,0.012259797506715353,-0.07258064516129037,-0.11399371069182385,-0.0625,-0.08638211382113825,-0.004407303531566598
2013-12-28,Park,2195,4278,4023,10496,532,995,1272,2799,13295,2013,dec,Swing,0.0,0.006114769520225716,0.01616569840868909,0.008648856428983276,-0.014814814814814836,-0.004004004004004025,-0.0023529411764705577,-0.005330490405117239,0.005673222390317756
2013-12-28,Washington,299,1971,562,2832,72,235,168,475,3307,2013,dec,REP,0.0,0.0020335536349771477,0.019963702359346636,0.005324813631522929,-0.013698630136986356,-0.04858299595141702,-0.0117647058823529,-0.030612244897959218,0.0
2013-12-28,Jefferson,103189,111071,124901,339161,21794,21475,32121,75390,414551,2013,dec,DEM,0.0012808445811540725,0.001966568338249708,0.008127915798989527,0.004017122354974978,-0.006926091315046068,-0.007074163121879029,-0.003907340217694677,-0.0056844409860065115,0.0022387428226049444
2013-12-28,Huerfano,1936,977,1017,3930,367,274,353,994,4924,2013,dec,DEM,0.0010341261633919352,0.008255933952528327,0.010934393638170947,0.005372217958557135,-0.02393617021276595,-0.017921146953404965,-0.005633802816901401,-0.015841584158415856,0.0010164667615368828
2013-12-28,Adams,74295,52510,76403,203208,17626,11899,23385,52910,256118,2013,dec,DEM,0.003416979552146149,0.004879915797531442,0.011585107509797687,0.006852471200297305,-0.01016454203403161,-0.012039189637993997,-0.009068180855120955,-0.010102899906454632,0.0033023210263440905
2013-12-28,Alamosa,3051,2300,2211,7562,559,369,700,1628,9190,2013,dec,DEM,0.003948667324777944,0.003928415539065977,0.023611111111111027,0.009612817089452497,-0.06521739130434778,-0.09558823529411764,-0.03978052126200271,-0.06167146974063398,-0.003794037940379358
2013-12-28,Arapahoe,105915,100590,110113,316618,22013,15237,26073,63323,379941,2013,dec,DEM,0.006222686680600331,0.006544188280499519,0.017031652642954143,0.010058539230855201,-0.0157388777107087,-0.025518035303146558,-0.016373033538310655,-0.018369814596639222,0.005206721115000201
2013-12-28,Archuleta,1739,3564,2203,7506,577,1153,889,2619,10125,2013,dec,Swing,0.0011514104778354017,0.001404889013767896,0.005476951163852162,0.002537732068919496,-0.0017301038062284002,-0.0034572169403630504,0.004519774011299438,-0.0003816793893129944,0.0017809439002671734
2013-12-28,Baca,701,1185,564,2450,88,145,150,383,2833,2013,dec,REP,0.0028612303290413976,0.00679694137638065,0.03676470588235303,0.012396694214876103,-0.0736842105263158,-0.07643312101910826,-0.032258064516129004,-0.05896805896805901,0.002122391227449505
2013-12-28,Bent,811,788,616,2215,188,143,241,572,2787,2013,dec,Swing,0.003712871287128605,0.0,0.011494252873563315,0.0045351473922903285,-0.03589743589743588,-0.027210884353741527,-0.02429149797570851,-0.028862478777589184,-0.002505368647100936
2013-12-28,Boulder,77246,35561,69200,182007,22342,10578,31854,64774,246781,2013,dec,DEM,0.005610883291023994,0.004718313838503629,0.015347595152155336,0.009114951514445968,-0.013990026038218861,-0.013982102908277394,-0.009884371503170453,-0.01197394713159139,0.003492977448134038
2013-12-28,Broomfield,10043,11356,13065,34464,2232,2177,3579,7988,42452,2013,dec,DEM,-9.956192751892079e-05,0.0017642907551165266,0.0053866871873797795,0.0025890909090908742,-0.008000000000000007,-0.010004547521600737,-0.00831255195344971,-0.008687019111442096,0.0004477647114273786
2013-12-28,Chaffee,3050,4321,3982,11353,440,555,873,1868,13221,2013,dec,Swing,0.009599470374048291,0.002552204176334172,0.016853932584269593,0.00942473548501832,-0.05781584582441113,-0.06408094435075884,-0.05926724137931039,-0.06036217303822933,-0.00105780128447297
2013-12-28,Cheyenne,164,814,292,1270,25,67,53,145,1415,2013,dec,REP,0.006134969325153339,0.0024630541871921707,0.01388888888888884,0.005542359461599311,0.0,-0.042857142857142816,-0.036363636363636376,-0.033333333333333326,0.0014154281670204494
2013-12-28,Clear Creek,1940,1885,2463,6288,432,440,725,1597,7885,2013,dec,DEM,-0.001029866117404743,0.0015940488841656997,0.002850162866449457,0.001273885350318471,-0.002309468822170868,-0.004524886877828038,-0.004120879120879106,-0.0037429819089207506,0.00025371051630096453
2013-12-28,Conejos,2431,1695,644,4770,358,232,182,772,5542,2013,dec,DEM,-0.0008220304151254076,0.0,-0.003095975232198178,-0.0008378718056137879,-0.01377410468319562,0.0,0.0,-0.006435006435006385,-0.0016213294901818998
2013-12-28,Costilla,1567,303,373,2243,232,102,172,506,2749,2013,dec,DEM,-0.0038143674507310488,-0.006557377049180357,0.0191256830601092,-0.00044563279857401383,-0.012765957446808529,-0.019230769230769273,0.005847953216374213,-0.007843137254901933,-0.0018155410312272746
2013-12-28,Jackson,121,687,162,970,16,87,33,136,1106,2013,dec,REP,-0.008196721311475419,0.0,-0.006134969325153339,-0.002057613168724326,0.0,-0.011363636363636354,0.0,-0.007299270072992692,-0.0027051397655545317
2013-12-28,Crowley,445,876,383,1704,84,110,126,320,2024,2013,dec,REP,0.0022522522522523403,-0.0011402508551880963,0.01591511936339529,0.0035335689045936647,-0.03448275862068961,-0.017857142857142905,-0.015625,-0.021406727828746197,-0.0004938271604938427
2013-12-28,Delta,3303,8439,5619,17361,733,1440,1513,3686,21047,2013,dec,REP,0.005173463177114979,0.00380635184964917,0.01389390111872979,0.0073107049608354124,-0.04805194805194801,-0.05013192612137207,-0.035076530612244916,-0.04359107420861441,-0.001991559580824087
2013-12-28,Denver,166155,53543,116586,336284,46073,20252,53530,119855,456139,2013,dec,DEM,0.00765344799354728,0.009578580182898033,0.019821553533939884,0.012147552430714414,-0.02140991057963937,-0.017179462292536196,-0.01815847395451209,-0.019246033369610616,0.0037055374019430154
2013-12-28,Dolores,386,626,416,1428,56,76,126,258,1686,2013,dec,REP,-0.005154639175257714,0.0032051282051281937,0.004830917874396157,0.0014025245441795509,-0.01754385964912286,-0.06172839506172845,-0.007874015748031482,-0.026415094339622636,-0.002956830277942024
2013-12-28,Douglas,35975,85291,60325,181591,7290,15208,14224,36722,218313,2013,dec,Swing,0.006969713933829613,0.007417644071199936,0.015777598167979967,0.010090278511711626,-0.02631227460932284,-0.028739302592923788,-0.02260702260702263,-0.02588996763754048,0.0038533164731577862
2013-12-28,Eagle,7166,7010,11131,25307,1759,1661,3976,7396,32703,2013,dec,DEM,0.0046263844104865726,0.0005709391949757503,0.012369258753978984,0.006883106548897899,-0.014013452914798163,-0.004793289394847244,-0.0022584692597239497,-0.0056466792148427425,0.004021859265626926
2013-12-28,El Paso,68938,141573,113121,323632,21760,30173,40079,92012,415644,2013,dec,Swing,0.009962202232705275,0.010816947264704613,0.02372872152689154,0.015109075796308158,-0.03340440653873489,-0.05029744106260425,-0.029235091798672674,-0.03721918195230667,0.0030406579404609335
2013-12-28,Elbert,2121,8507,4906,15534,363,1269,976,2608,18142,2013,dec,REP,0.0,-0.0002350452462098751,0.0036824877250409838,0.0010310607036989605,-0.024193548387096753,-0.010140405616224646,-0.02302302302302306,-0.016961929890689786,-0.001595949590006085
2013-12-28,Fremont,5130,10570,8104,23804,820,1443,1872,4135,27939,2013,dec,REP,0.0033248582045766195,0.006954367914642212,0.01770689438653772,0.009799346710219314,-0.043173862310385114,-0.06298701298701304,-0.022964509394572064,-0.04127057732436823,0.0019005952807860105
2013-12-28,Garfield,6643,9091,11438,27172,1015,1513,2985,5513,32685,2013,dec,Swing,0.00865472213786811,0.0074246453900708165,0.017344125233478502,0.011879492049305496,-0.0961709706144257,-0.0846944948578342,-0.046934865900383094,-0.06685849695328372,-0.00231983150697479
2013-12-28,Gilpin,1177,997,1530,3704,363,296,644,1303,5007,2013,dec,DEM,-0.0016963528413910245,0.004028197381671594,0.010568031704095038,0.004883342376559963,-0.005479452054794498,-0.01661129568106312,-0.010752688172043001,-0.010630220197418327,0.00079952028782726
2013-12-28,Grand,2100,3920,3247,9267,625,871,1284,2780,12047,2013,dec,Swing,0.001908396946564972,0.0012771392081736277,0.018826482585503568,0.007501630789302105,-0.0234375,-0.033296337402885734,-0.02653525398028811,-0.027972027972028024,-0.0009122574224581514
2013-12-28,Gunnison,2702,2515,3936,9153,581,533,1496,2610,11763,2013,dec,DEM,0.0040876997398735515,0.008824709185720092,0.020746887966804906,0.012499999999999956,-0.03966942148760333,-0.03963963963963968,-0.02540716612377847,-0.03153988868274582,0.002386024712398793
2013-12-28,Hinsdale,103,392,139,634,9,56,20,85,719,2013,dec,Swing,0.0,0.00512820512820511,0.029629629629629672,0.009554140127388644,0.0,-0.05084745762711862,-0.13043478260869568,-0.06593406593406592,0.0
2013-12-28,Custer,477,1704,747,2928,63,187,152,402,3330,2013,dec,REP,0.014893617021276562,0.0017636684303350414,0.017711171662125436,0.00791738382099827,-0.07352941176470584,-0.15384615384615385,-0.06748466257668717,-0.11061946902654862,-0.008042895442359255
2013-12-28,Yuma,863,2798,1565,5226,189,505,472,1166,6392,2013,dec,REP,0.01053864168618257,0.008651766402307137,0.016894087069525776,0.011418618153667515,-0.045454545454545414,-0.050751879699248104,-0.018711018711018657,-0.03715937241948808,0.002195045468798895
2014-01-28,Weld,32320,51117,51128,134565,7371,8896,14517,30784,165349,2014,jan,Swing,0.004412952949220061,0.007033096926714055,0.011074197120708673,0.007932227765044209,-0.02396716101694918,-0.040241665767612456,-0.024198427102238407,-0.028834626790333773,0.000877702719062512
2014-01-28,Alamosa,3045,2309,2215,7569,560,364,700,1624,9193,2014,jan,DEM,-0.001966568338249708,0.003913043478260825,0.0018091361374943382,0.0009256810367628265,0.0017889087656528524,-0.013550135501354976,0.0,-0.002457002457002422,0.00032644178454832584
2014-01-28,Lake,1619,687,1164,3470,540,287,716,1543,5013,2014,jan,DEM,0.006840796019900397,0.02998500749625177,0.028268551236749095,0.0184913413560317,-0.030520646319569078,-0.046511627906976716,-0.019178082191780854,-0.02833753148614615,0.003603603603603567
2014-01-28,Larimer,51752,65295,76884,193931,8780,8371,18052,35203,229134,2014,jan,DEM,0.0027902650751820968,0.003920664206642055,0.00832797807184349,0.005360373670922902,-0.028761061946902644,-0.040902841429880876,-0.023741279541398486,-0.02912380374527701,-9.600446857160883e-05
2014-01-28,Las Animas,4098,1852,1832,7782,838,709,732,2279,10061,2014,jan,Swing,0.00024408103490358712,0.002707092582566295,0.004936917169500843,0.0019312475859405431,-0.017584994138335253,-0.012534818941504211,-0.012145748987854255,-0.014273356401384052,-0.0017858914574858664
2014-01-28,Lincoln,424,1504,664,2592,95,191,203,489,3081,2014,jan,REP,0.01193317422434359,0.0033355570380253496,0.015290519877675823,0.007776049766718529,0.0,-0.010362694300518172,-0.004901960784313708,-0.0060975609756097615,0.005548302872062649
2014-01-28,Logan,1926,5329,3166,10421,377,648,905,1930,12351,2014,jan,REP,-0.0005189413596263792,0.0018800526414739505,0.007638446849140612,0.0031767423950712637,-0.002645502645502673,-0.006134969325153339,-0.008762322015334112,-0.006690684508491973,0.0016219284729543926
2014-01-28,Mesa,15839,35838,28206,79883,5424,10189,12473,28086,107969,2014,jan,REP,0.0029761904761904656,0.00513251998317199,0.009954167860211971,0.006399999999999961,-0.014176663031624903,-0.02104150653343584,-0.014537410128782513,-0.016837609829523537,0.000250134331400087
2014-01-28,Mineral,325,250,142,717,63,55,30,148,865,2014,jan,Swing,-0.0030674846625766694,0.004016064257028162,0.014285714285714235,0.002797202797202747,-0.015625,-0.06779661016949157,-0.0625,-0.04516129032258065,-0.005747126436781658
2014-01-28,Moffat,884,3840,2108,6832,417,1029,1165,2611,9443,2014,jan,REP,0.006833712984054774,0.0028728127448420793,0.020329138431752103,0.008711058615089362,-0.023419203747072626,-0.03016022620169656,-0.01770657672849918,-0.023560209424083767,-0.00042341484069019497
2014-01-28,Montezuma,3356,6920,4718,14994,1239,1734,1817,4790,19784,2014,jan,Swing,0.006900690069006954,0.0028985507246377384,0.012229135378674094,0.006714113065664051,-0.018225039619651384,-0.00857632933104635,-0.010348583877995643,-0.011759851454507975,0.0021782077908920616
2014-01-28,Montrose,4139,10383,7563,22085,586,1305,1792,3683,25768,2014,jan,REP,-0.0004829751267809712,0.0032853415788964835,0.0007939658594680044,0.0017235905111807615,-0.005093378607809895,-0.020270270270270285,-0.009397457158651146,-0.012600536193029477,-0.0003491484656864552
2014-01-28,Morgan,2865,5575,4391,12831,577,835,1155,2567,15398,2014,jan,REP,0.004206098843322792,0.004142651296829891,0.006186984417965169,0.004855509436917593,-0.02203389830508473,-0.03690888119953861,-0.017857142857142905,-0.02506646410938096,-0.0002597065316192193
2014-01-28,Otero,3377,3567,2862,9806,563,495,676,1734,11540,2014,jan,Swing,0.006557377049180246,0.00365785030951038,0.017780938833570348,0.008743956383088225,-0.048986486486486513,-0.09340659340659341,-0.050561797752809,-0.06270270270270273,-0.002679111572033488
2014-01-28,Ouray,928,1313,1190,3431,169,283,334,786,4217,2014,jan,DEM,0.009793253536452662,0.003822629969419067,0.003372681281618828,0.005273952534427195,-0.03977272727272729,-0.02076124567474047,-0.011834319526627168,-0.021170610211706076,0.00023719165085389626
2014-01-28,La Plata,9899,10152,11595,31646,2913,2701,4663,10277,41923,2014,jan,DEM,0.006098180709421586,0.00584563558902218,0.01036946671314043,0.007577687213448758,-0.012876990850559156,-0.008079324274697042,-0.00850520944078248,-0.009636696540425982,0.0033026205576163203
2014-01-28,Park,2213,4294,4062,10569,531,987,1265,2783,13352,2014,jan,Swing,0.008200455580865684,0.003740065451145469,0.009694258016405666,0.00695503048780477,-0.001879699248120259,-0.008040201005025116,-0.005503144654088077,-0.005716327259735587,0.004287326062429431
2014-01-28,Pitkin,4331,2185,5606,12122,857,591,1406,2854,14976,2014,jan,DEM,-0.00046157396722823485,-0.00045745654162854255,0.0001784121320249632,-0.00016496205872651437,0.009422850412249772,0.0,0.006442376521116788,0.005992245329573542,0.0010026067776218728
2014-01-28,Prowers,1376,2546,1803,5725,241,429,538,1208,6933,2014,jan,REP,0.0014556040756914523,0.007120253164556889,0.00557724484104849,0.005267778753292429,-0.004132231404958664,-0.02277904328018221,-0.0146520146520146,-0.015484922575387139,0.0015891360878359517
2014-01-28,Pueblo,40196,22023,26590,88809,8213,4863,9235,22311,111120,2014,jan,DEM,0.0009711880867595557,0.003142935228204413,0.007311436905709012,0.003400822524517455,-0.008690404345202185,-0.006740196078431349,-0.0064550833781602535,-0.007341163908168746,0.0012254018597275262
2014-01-28,Rio Blanco,358,2481,819,3658,71,366,327,764,4422,2014,jan,REP,-0.011049723756906049,0.004046944556859611,0.011111111111111072,0.004117485588800429,0.0,-0.013477088948787075,-0.0030487804878048808,-0.007792207792207795,0.0020394289598912874
2014-01-28,Rio Grande,2039,2713,1668,6420,395,485,472,1352,7772,2014,jan,Swing,0.00492853622474132,0.004814814814814827,0.012750455373406133,0.006900878293601087,-0.012499999999999956,-0.012219959266802416,-0.0063157894736841635,-0.010248901903367469,0.003874967708602517
2014-01-28,Routt,4322,4426,6073,14821,975,933,1802,3710,18531,2014,jan,DEM,0.007459207459207473,0.008200455580865684,0.012504168056018727,0.009742471726393198,-0.04692082111436946,-0.05757575757575761,-0.04301646309081253,-0.047741273100616044,-0.002315064068052153
2014-01-28,Saguache,1598,714,1093,3405,318,160,325,803,4208,2014,jan,DEM,-0.0012499999999999734,0.002808988764045006,0.004595588235294157,0.0014705882352941124,-0.0031347962382445305,0.0,-0.0030674846625766694,-0.00248447204968949,0.0007134363852556724
2014-01-28,San Juan,162,139,276,577,27,17,54,98,675,2014,jan,DEM,0.018867924528301883,0.022058823529411686,0.0,0.01050788091068311,0.0,0.0,-0.018181818181818188,-0.010101010101010055,0.00746268656716409
2014-01-28,San Miguel,2060,832,1823,4715,618,286,886,1790,6505,2014,jan,DEM,0.0029211295034079487,0.002409638554216942,0.001098297638659984,0.002125398512220933,-0.022151898734177222,-0.01718213058419249,-0.008948545861297563,-0.014859658778205831,-0.002606562404170454
2014-01-28,Sedgwick,273,851,370,1494,15,73,68,156,1650,2014,jan,REP,0.007380073800737907,-0.007001166861143493,0.0027100271002709064,-0.002004008016032066,0.0,0.0,0.030303030303030276,0.01298701298701288,-0.0006056935190793533
2014-01-28,Summit,4936,4211,8100,17247,2205,1868,4844,8917,26164,2014,jan,DEM,0.005909924597513827,0.014698795180722923,0.007838745800671898,0.008950508950508862,-0.023039432875498478,-0.02860114404576186,-0.009406952965235194,-0.016868798235942672,0.0
2014-01-28,Teller,2508,7219,5047,14774,450,1108,1100,2658,17432,2014,jan,REP,-0.0003985651654045963,0.0030568292344033132,0.011220196353436185,0.0052391644553311245,-0.021739130434782594,-0.01685891748003554,-0.009009009009009028,-0.014460511679644017,0.0021846613774865187
2014-01-28,Washington,299,1971,563,2833,70,234,165,469,3302,2014,jan,REP,0.0,0.0,0.001779359430605032,0.0003531073446327859,-0.02777777777777779,-0.004255319148936176,-0.017857142857142905,-0.012631578947368438,-0.001511944360447548
2014-01-28,Phillips,446,1465,639,2550,126,288,238,652,3202,2014,jan,REP,-0.004464285714285698,0.004112405757368043,0.01267828843106189,0.004728132387706863,0.0,-0.006896551724137945,-0.008333333333333304,-0.0060975609756097615,0.00250469630557304
2014-01-28,Yuma,867,2804,1572,5243,184,489,468,1141,6384,2014,jan,REP,0.004634994206257348,0.0021443888491778917,0.004472843450479269,0.003252965939533059,-0.02645502645502651,-0.03168316831683171,-0.008474576271186418,-0.021440823327615766,-0.0012515644555695093
2014-01-28,Kit Carson,639,2378,1172,4189,135,338,382,855,5044,2014,jan,REP,0.004716981132075526,0.004647232784114941,0.014718614718614687,0.007455507455507382,-0.007352941176470562,-0.025936599423631135,-0.01799485861182515,-0.019495412844036664,0.002783300198807126
2014-01-28,Jefferson,103777,111750,126355,341882,21245,20840,31403,73488,415370,2014,jan,DEM,0.005698281793601989,0.006113206867679244,0.011641219846118211,0.008022738463443702,-0.025190419381481144,-0.02956926658905701,-0.022352977802683638,-0.025228810187027495,0.001975631466333505
2014-01-28,Arapahoe,106514,101079,111372,318965,20684,13765,24627,59076,378041,2014,jan,DEM,0.005655478449700269,0.004861318222487254,0.011433709008018988,0.007412718165107579,-0.060373415708899314,-0.09660694362407296,-0.055459670923944326,-0.06706883754717874,-0.0050007764363414475
2014-01-28,Archuleta,1748,3578,2219,7545,507,957,813,2277,9822,2014,jan,Swing,0.005175388154111449,0.003928170594837299,0.0072628234226055355,0.005195843325339622,-0.121317157712305,-0.1699913269731136,-0.08548931383577052,-0.13058419243986252,-0.02992592592592591
2014-01-28,Baca,702,1190,569,2461,86,138,147,371,2832,2014,jan,REP,0.0014265335235377208,0.00421940928270037,0.00886524822695045,0.004489795918367401,-0.022727272727272707,-0.0482758620689655,-0.020000000000000018,-0.031331592689295085,-0.0003529827038475375
2014-01-28,Bent,814,789,620,2223,184,141,238,563,2786,2014,jan,Swing,0.0036991368680641123,0.0012690355329949554,0.006493506493506551,0.0036117381489841893,-0.021276595744680882,-0.013986013986013957,-0.012448132780082943,-0.01573426573426573,-0.0003588087549336594
2014-01-28,Boulder,77559,35699,69814,183072,22044,10465,31596,64105,247177,2014,jan,DEM,0.004051989747041906,0.0038806557745845183,0.008872832369942296,0.005851423296906244,-0.013338107600035842,-0.010682548685951976,-0.00809945375776977,-0.010328218112205523,0.001604661623058501
2014-01-28,Broomfield,10188,11439,13382,35009,2214,2161,3543,7918,42927,2014,jan,DEM,0.014437916957084518,0.007308911588587597,0.024263298890164542,0.015813602599814347,-0.008064516129032251,-0.007349563619660104,-0.010058675607711676,-0.008763144717075622,0.011189107698106104
2014-01-28,Chaffee,3062,4331,4006,11399,434,536,862,1832,13231,2014,jan,Swing,0.003934426229508237,0.002314279102059613,0.006027122049221401,0.00405179247775922,-0.013636363636363669,-0.03423423423423422,-0.012600229095074411,-0.01927194860813708,0.0007563724377883663
2014-01-28,Cheyenne,164,812,292,1268,24,70,53,147,1415,2014,jan,REP,0.0,-0.002457002457002422,0.0,-0.0015748031496063408,-0.040000000000000036,0.04477611940298498,0.0,0.01379310344827589,0.0
2014-01-28,Clear Creek,1959,1909,2527,6395,408,411,700,1519,7914,2014,jan,DEM,0.009793814432989656,0.012732095490716189,0.02598457166057644,0.017016539440203537,-0.05555555555555558,-0.06590909090909092,-0.03448275862068961,-0.0488415779586725,0.003677869372225695
2014-01-28,Conejos,2429,1704,649,4782,354,229,182,765,5547,2014,jan,DEM,-0.0008227067050596837,0.005309734513274433,0.007763975155279601,0.002515723270440251,-0.011173184357541888,-0.012931034482758674,0.0,-0.0090673575129534,0.0009022013713460009
2014-01-28,Costilla,1570,305,381,2256,225,99,167,491,2747,2014,jan,DEM,0.0019144862795150708,0.0066006600660066805,0.02144772117962468,0.005795809184128364,-0.030172413793103425,-0.02941176470588236,-0.029069767441860517,-0.029644268774703608,-0.0007275372862859397
