Date,County,Year,Month,Label,Active Dem_change,Active Rep_change,Active Uaf_change,Total Active_change,Inactive Dem_change,Inactive Rep_change,Inactive Uaf_change,Total Inactive_change,Grand Total_change,pres_2012_sim_label
2013-09-28,Yuma,2013,sept,REP,0.004449388209121219,-0.00034470872113068207,0.008604794099569713,0.003132485719550493,-0.012903225806451646,-0.014742014742014753,-0.01308900523560208,-0.013771186440677985,0.0006278449223042769,Mitt Romney
2013-10-28,Yuma,2013,oct,REP,0.0011074197120708449,0.00206896551724145,0.0012187690432663436,0.0016531961792798364,-0.019607843137254943,-0.012468827930174564,-0.002652519893899252,-0.009667024704618664,0.0,Mitt Romney
2012-11-28,La Plata,2012,nov,DEM,,,,,,,,,,Barack Obama
2012-12-28,La Plata,2012,dec,DEM,0.007678918808231794,0.00756568857989981,0.022296764009471115,0.0126330683196334,-0.01881377551020413,-0.016488845780795347,-0.014724144048252619,-0.016264958705545233,0.004380264741275619,Barack Obama
2013-01-28,La Plata,2013,jan,DEM,0.0038610038610038533,0.003247082699137538,0.010422698320787571,0.0059216873482150776,-0.10172245693857652,-0.06541748849441154,-0.0938062657544112,-0.08849481709928897,-0.02048787501198124,Barack Obama
2013-02-28,La Plata,2013,feb,DEM,0.0023279352226721613,0.004349145342368743,0.009551098376313185,0.005489962628567603,-0.0057887120115773785,-0.010552233556102686,-0.007947546195112287,-0.008082706766917247,0.001957090784548754,Barack Obama
2013-03-28,La Plata,2013,mar,DEM,0.0016156720185802607,0.003726082578046297,0.008609271523178919,0.004736374699865209,-0.0090975254730713,-0.03839317454674729,-0.014820749048668147,-0.019613416714042042,-0.001538198598530216,Barack Obama
2013-04-28,La Plata,2013,apr,DEM,-0.0118963605202137,-0.0009029798334503347,-0.007879185817465495,-0.006907388614266541,0.042600073448402435,0.01589648798521259,0.02866436267534045,0.028993911278631487,0.002176358389983868,Barack Obama
2013-05-28,La Plata,2013,may,DEM,0.0033670033670034627,0.002711387828881362,0.008981752859979153,0.005109440928270148,-0.008805917576611533,-0.0090975254730713,-0.005731225296442655,-0.007419930496853522,0.0018544274455261078,Barack Obama
2013-06-28,La Plata,2013,june,DEM,0.003965832824893267,0.001502253380070151,0.006840329835082537,0.004165163490866153,-0.003553660270078196,-0.002570694087403625,-0.00496919101570259,-0.003974261922785716,0.002070191675394017,Barack Obama
2013-07-28,La Plata,2013,july,DEM,0.0978426010331206,0.09410000000000007,0.1946021405304792,0.13057678489777258,-0.337018544935806,-0.3420471281296024,-0.4041150619256891,-0.37022610678320345,0.0024547929224187914,Barack Obama
2013-08-28,La Plata,2013,aug,DEM,0.003044561306393634,0.002193583767480023,0.006699906512932286,0.004131037670441318,-0.005379236148466915,-0.0016787912702853625,-0.0006704659738517861,-0.002262784733745637,0.0031034064735120377,Barack Obama
2013-09-28,La Plata,2013,sept,DEM,0.003127299484915413,0.0019151846785225855,0.005494505494505475,0.003624960441899861,-0.007571660356949672,-0.004484304932735439,-0.0030191211003018914,-0.004687027517387365,0.002296183501317328,Barack Obama
2013-10-28,La Plata,2013,oct,DEM,0.0022006235099945037,0.000637174585836453,0.005156622796890664,0.002809230328221224,-0.007629427792915533,-0.0016891891891891444,-0.005720053835800765,-0.005164818471821375,0.0015433587344457766,Barack Obama
2012-11-28,Lake,2012,nov,DEM,,,,,,,,,,Barack Obama
2012-12-28,Lake,2012,dec,DEM,-0.0006414368184733954,-0.0015337423312883347,-0.0011111111111110628,-0.0009643201542912648,-0.0063492063492063275,0.0,-0.0033407572383074013,-0.0038126361655773655,-0.002021427127552045,Barack Obama
2013-01-28,Lake,2013,jan,DEM,-0.0012836970474967568,0.0,0.0,-0.0006435006435006053,-0.0031948881789137795,0.0,-0.006703910614525133,-0.004373974849644635,-0.002025521571804689,Barack Obama
2013-02-28,Lake,2013,feb,DEM,-0.001285347043701757,0.007680491551459223,0.012235817575083408,0.004507405022537103,-0.0016025641025640967,-0.00649350649350644,-0.0056242969628796935,-0.0043931905546402686,0.0012177795818957282,Barack Obama
2013-03-28,Lake,2013,mar,DEM,0.0019305019305020374,0.0076219512195121455,0.036263736263736364,0.013141025641025594,-0.0208667736757624,-0.026143790849673217,-0.010180995475113086,-0.016547159404302292,0.002229880397324191,Barack Obama
2013-04-28,Lake,2013,apr,DEM,0.0,0.00302571860816947,0.016967126193001114,0.005694400506168984,-0.0016393442622950616,-0.0033557046979866283,0.0011428571428571124,-0.0005608524957936291,0.003438511326860905,Barack Obama
2013-05-28,Lake,2013,may,DEM,-0.0012845215157354373,-0.003016591251885359,0.0010427528675704958,-0.0009436929852154607,-0.00492610837438423,-0.006734006734006703,-0.0022831050228310228,-0.003928170594837299,-0.0020157226365652425,Barack Obama
2013-06-28,Lake,2013,june,DEM,0.003215434083601254,-0.001512859304084735,0.004166666666666653,0.002518891687657509,-0.011551155115511523,-0.0033898305084745233,-0.004576659038901587,-0.006760563380281637,-0.0008079175924056159,Barack Obama
2013-07-28,Lake,2013,july,DEM,0.3224358974358974,0.3621212121212121,0.7956431535269709,0.4739321608040201,-0.8447412353923205,-0.8129251700680272,-0.8862068965517241,-0.8598979013045944,-0.0014149989892864312,Barack Obama
2013-08-28,Lake,2013,aug,DEM,0.00581677169171102,0.011123470522803158,0.010976314269208531,0.008736415938632058,0.010752688172043,0.0,0.010101010101010166,0.008097165991902909,0.008704453441295446,Barack Obama
2013-09-28,Lake,2013,sept,DEM,0.0009638554216866435,0.0,-0.0005714285714285562,0.00021123785382348717,0.0,0.0,0.0,0.0,0.00020068231988767948,Barack Obama
2013-10-28,Lake,2013,oct,DEM,-0.000962927298988947,0.007700770077007756,0.006861063464836947,0.0035902851108764455,-0.010638297872340384,0.0,0.010000000000000007,0.0,0.003410914927768793,Barack Obama
2012-11-28,Larimer,2012,nov,DEM,,,,,,,,,,Barack Obama
2012-12-28,Larimer,2012,dec,DEM,0.005962438579113939,0.003965818422170919,0.017585848074922028,0.009555572621254838,-0.021118932938125282,-0.021294887904239168,-0.017938703912093734,-0.019530851606323285,0.00245923394655212,Barack Obama
2013-01-28,Larimer,2013,jan,DEM,0.003146961155301664,0.0031977427698095533,0.008940440886447742,0.0053193801482254175,-0.3445117335352006,-0.3296168660044597,-0.2620989485036398,-0.2982957993099981,-0.06713000310269934,Barack Obama
2013-02-28,Larimer,2013,feb,DEM,0.0035412536807868373,0.0044844450694541136,0.011510895533193288,0.0068423925674105926,-0.036031874350386905,-0.047878238080838575,-0.036401004795615484,-0.03913526868437312,-0.0014102120639650773,Barack Obama
2013-03-28,Larimer,2013,mar,DEM,0.0006520530080740272,0.001477771209905665,0.006985399370168954,0.0033120581462136034,-0.009344674733437142,-0.015138683040440415,-0.010664517963788091,-0.011467948882774914,0.0007593924860112011,Barack Obama
2013-04-28,Larimer,2013,apr,DEM,0.0003833106541195619,0.0007144965129464165,0.004364018877579978,0.0019956555701796663,-0.003144273793687313,-0.003977211652155255,-0.002682891774062224,-0.003095330992326728,0.0011271305652071904,Barack Obama
2013-05-28,Larimer,2013,may,DEM,-0.0005172711075349667,6.208577149324768e-05,0.004741348807586254,0.0016659636157818625,-0.012859395851025137,-0.015216922080725224,-0.011673151750972721,-0.01278505453217138,-0.0007889896057268198,Barack Obama
2013-06-28,Larimer,2013,june,DEM,0.0015142802376844069,0.001412363613788381,0.006522045358501094,0.0033743623094923962,-0.00553029372004421,-0.0064657534246574935,-0.005006318654612652,-0.00547098001902946,0.0018897470134455754,Barack Obama
2013-07-28,Larimer,2013,july,DEM,0.0697621007100615,0.07245590651250744,0.16070703819293808,0.1052097500850051,-0.4438952051408799,-0.5050739024928304,-0.5379317082702361,-0.5097929788195275,0.0027451483929812337,Barack Obama
2013-08-28,Larimer,2013,aug,DEM,-0.011468136114788694,-0.01137332543318348,-0.009392784797916498,-0.010609199767337874,0.16599999999999993,0.16180075774459546,0.1362723332276139,0.14973435975279206,0.002450623253102968,Barack Obama
2013-09-28,Larimer,2013,sept,DEM,0.001990842126219361,0.0015787165619061128,0.0065971250167362605,0.003692546885628145,-0.02077377549075665,-0.024937655860349132,-0.016561220692221768,-0.01966239155035832,0.001510826858361014,Barack Obama
2013-10-28,Larimer,2013,oct,DEM,0.0016617596589780792,0.0009632505327066275,0.0073640551880918,0.003712847323070978,-0.011093810821331207,-0.009246507967735629,-0.008136234626300864,-0.009138569573373112,0.00253770269735365,Barack Obama
2012-11-28,Las Animas,2012,nov,Swing,,,,,,,,,,Barack Obama
2012-12-28,Las Animas,2012,dec,Swing,0.004517672070156742,0.016366612111292866,0.031930333817126184,0.013048465729853742,-0.011502516175413424,-0.016129032258064502,-0.013745704467353905,-0.01338887235941688,0.004450895016932854,Barack Obama
2013-01-28,Las Animas,2013,jan,Swing,0.004232804232804144,0.005367686527106841,0.015471167369901506,0.006794055201698511,-0.11927272727272732,-0.10592686002522067,-0.10627177700348434,-0.11158021712907118,-0.03101820633850305,Barack Obama
2013-02-28,Las Animas,2013,feb,Swing,0.0015806111696523573,0.0010678056593700358,0.0006925207756232067,0.001265288907633888,-0.009909165978530088,-0.005641748942172065,-0.005847953216374324,-0.007467752885268132,-0.001292374987573286,Barack Obama
2013-03-28,Las Animas,2013,mar,Swing,-0.0010520778537611577,0.0005333333333332746,0.0034602076124568004,0.0002808199943835632,-0.003336113427856557,-0.0028368794326241176,-0.004901960784313708,-0.003761969904240714,-0.0008958789567987679,Barack Obama
2013-04-28,Las Animas,2013,apr,Swing,-0.0005265929436545358,-0.002132196162046962,0.0,-0.0008422234699606568,-0.001673640167364043,0.0,-0.002955665024630516,-0.001716443529007905,-0.0010959450034870868,Barack Obama
2013-05-28,Las Animas,2013,may,Swing,0.0021074815595363283,0.0042735042735042575,0.009655172413793213,0.004214667041303688,-0.005867560771165126,-0.0014224751066855836,-0.0029644268774703386,-0.0037826685006877576,0.0018950728106921226,Barack Obama
2013-06-28,Las Animas,2013,june,Swing,-0.001051524710830698,0.0005319148936169249,-0.001366120218579181,-0.000699496362618901,-0.003372681281618939,-0.0014245014245014564,-0.001982160555004997,-0.0024162927166033747,-0.001194624191139915,Barack Obama
2013-07-28,Las Animas,2013,july,Swing,0.14026315789473687,0.11270600744284966,0.3440492476060191,0.1747165056698865,-0.4661590524534687,-0.30242510699001424,-0.480635551142006,-0.4314878892733564,9.967108541819593e-05,Barack Obama
2013-08-28,Las Animas,2013,aug,Swing,-0.007154396492037862,-0.025800286669851902,-0.00407124681933846,-0.011083303539506595,0.04912836767036444,0.10020449897750504,0.0497131931166348,0.06451612903225801,0.001295594977077874,Barack Obama
2013-09-28,Las Animas,2013,sept,Swing,-0.0020920502092049986,0.004413928396272747,0.008175779253960071,0.0019281754639672852,0.0,-0.005576208178438624,-0.009107468123861541,-0.004574042309891335,0.0007962575893301073,Barack Obama
2013-10-28,Las Animas,2013,oct,Swing,0.002096436058700135,0.0029296875,0.02230106436898116,0.007096463796006701,-0.009063444108761365,-0.0037383177570093906,-0.014705882352941124,-0.009190120620333088,0.00427647936350084,Barack Obama
2012-11-28,Lincoln,2012,nov,REP,,,,,,,,,,Mitt Romney
2012-12-28,Lincoln,2012,dec,REP,0.0,0.0021474588403722628,0.011472275334607929,0.0038927335640137617,-0.010101010101010057,-0.01033591731266148,-0.005291005291005346,-0.008307372793354141,0.0003053435114503955,Mitt Romney
2013-01-28,Lincoln,2013,jan,REP,0.020408163265306145,0.0049999999999998926,0.01512287334593565,0.00990952175786308,-0.05612244897959184,-0.026109660574412552,-0.02659574468085102,-0.032460732984293195,-0.002442002442002433,Mitt Romney
2013-02-28,Lincoln,2013,feb,REP,0.0024999999999999467,0.001421464108031234,0.024208566108007368,0.0068259385665530034,-0.32432432432432434,-0.2949061662198391,-0.2486338797814208,-0.2824675324675324,-0.07496940024479802,Mitt Romney
2013-03-28,Lincoln,2013,mar,REP,0.0,0.0035486160397444344,0.00363636363636366,0.00296610169491518,-0.016000000000000014,-0.007604562737642539,-0.010909090909090868,-0.010558069381598756,0.0,Mitt Romney
2013-04-28,Lincoln,2013,apr,REP,0.0024937655860348684,0.0,0.0,0.00042247570764675213,-0.008130081300813052,-0.007662835249042098,0.0,-0.004573170731707266,-0.0006615944426067166,Mitt Romney
2013-05-28,Lincoln,2013,may,REP,-0.00248756218905477,0.0021216407355020284,0.003623188405797117,0.0016891891891892552,0.0,-0.01158301158301156,-0.003676470588235281,-0.006125574272588086,0.0,Mitt Romney
2013-06-28,Lincoln,2013,june,REP,-0.0024937655860348684,0.0021171489061397875,0.003610108303249149,0.0016863406408094141,-0.008196721311475419,0.0,0.0036900369003689533,0.0,0.001324064879179021,Mitt Romney
2013-07-28,Lincoln,2013,july,REP,0.11250000000000004,0.07464788732394356,0.2428057553956835,0.12037037037037045,-0.371900826446281,-0.41015625,-0.4669117647058824,-0.42681047765793534,0.002975206611570247,Mitt Romney
2013-08-28,Lincoln,2013,aug,REP,-0.013483146067415741,-0.0072083879423329176,-0.0014471780028944006,-0.0067618332081141866,0.013157894736842035,0.0,0.0,0.0026881720430107503,-0.0056031641397494844,Mitt Romney
2013-09-28,Lincoln,2013,sept,REP,0.004555808656036442,0.006600660066006681,0.008695652173912993,0.006807866868381307,0.0,0.0,-0.013793103448275891,-0.005361930294906171,0.00530328140536951,Mitt Romney
2013-10-28,Lincoln,2013,oct,REP,0.006802721088435382,0.01442622950819672,0.02011494252873569,0.014650638617580869,0.0,0.0,0.0,0.0,0.01285855588526208,Mitt Romney
2012-11-28,Logan,2012,nov,REP,,,,,,,,,,Mitt Romney
2012-12-28,Logan,2012,dec,REP,0.00978792822185981,0.008552108194112895,0.031857674803475344,0.0148642826367944,-0.03590664272890487,-0.03273809523809523,-0.027833001988071596,-0.030904359141184168,0.003479527431623275,Mitt Romney
2013-01-28,Logan,2013,jan,REP,0.004308023694130414,0.0029579964504042877,0.01042502004811552,0.005200594353640398,-0.08379888268156421,-0.06358974358974356,-0.039536468984321727,-0.05538771399798592,-0.00935408434803642,Mitt Romney
2013-02-28,Logan,2013,feb,REP,-0.004289544235924979,-0.00019661816751870287,0.009920634920634884,0.0016893675430260655,-0.0060975609756097615,-0.012048192771084376,-0.00709723207948898,-0.008528784648187626,-0.0006512006512006119,Mitt Romney
2013-03-28,Logan,2013,mar,REP,-0.002692514808831481,0.0011799410029498247,0.005893909626718985,0.0016865183935912411,-0.014314928425357863,-0.012195121951219523,-0.009292351679771271,-0.011111111111111072,-0.0012217968559093961,Mitt Romney
2013-04-28,Logan,2013,apr,REP,0.0016198704103671526,0.002553525829895875,0.009765625,0.0043144270230452975,-0.010373443983402451,-0.007856341189674487,-0.008658008658008698,-0.008698803914461761,0.0013863969988583411,Mitt Romney
2013-05-28,Logan,2013,may,REP,0.0,0.0015673981191222095,0.011605415860735048,0.0039815590947192,-0.0146750524109015,-0.009049773755656076,-0.010189228529839832,-0.010603290676416854,0.0007329587099926815,Mitt Romney
2013-06-28,Logan,2013,june,REP,0.004851752021563405,0.002151799687010847,0.003824091778202643,0.0031308703819661328,-0.010638297872340384,-0.001141552511415567,-0.006617647058823506,-0.005543237250554278,0.001220703125,Mitt Romney
2013-07-28,Logan,2013,july,REP,0.10407725321888406,0.08003123170017568,0.2548571428571429,0.13243861839367455,-0.4150537634408602,-0.4685714285714285,-0.4766839378238342,-0.4633965068747677,0.0021133056977973297,Mitt Romney
2013-08-28,Logan,2013,aug,REP,-0.007774538386783325,-0.0027110066871498533,-0.0006071645415908211,-0.003031694993109735,0.007352941176470562,0.008602150537634357,0.011315417256011262,0.00969529085872578,-0.0015410820017843776,Mitt Romney
2013-09-28,Logan,2013,sept,REP,0.003917727717923647,0.0021747009786154963,0.006379100850546715,0.003778105418356104,-0.007299270072992692,-0.008528784648187626,-0.012587412587412585,-0.010288065843621408,0.0021121039805036546,Mitt Romney
2013-10-28,Logan,2013,oct,REP,0.0009756097560975617,-0.0041591320072332785,0.003320253546634566,-0.0009180207472688774,-0.003676470588235281,-0.008602150537634357,-0.008498583569405138,-0.007623007623007605,-0.0017023346303501885,Mitt Romney
2012-11-28,Mesa,2012,nov,REP,,,,,,,,,,Mitt Romney
2012-12-28,Mesa,2012,dec,REP,-0.055508112724167336,-0.03922366992399562,-0.11398596176821985,-0.06758479342148016,0.17798235519754502,0.15395024461330276,0.2540813060179257,0.20434161877219315,0.0016210928401731994,Mitt Romney
2013-01-28,Mesa,2013,jan,REP,0.0,0.001356123746291793,0.006826513842653093,0.0028146361077603377,-0.03760989905568224,-0.03445787479704132,-0.02507816986790889,-0.03057843703456032,-0.0074040312904035685,Mitt Romney
2013-02-28,Mesa,2013,feb,REP,0.006135365538620485,0.003837146968371785,0.01293265810069899,0.00721732157177235,-0.012688208424970426,-0.010743647234678577,-0.011388925251996309,-0.01141316276298876,0.0016492835924395433,Mitt Romney
2013-03-28,Mesa,2013,mar,REP,0.0016047243083638918,0.0026701143933218767,0.010949508305098776,0.005108811040339667,-0.009081562714187807,-0.010671451506280127,-0.008474576271186418,-0.009324748644105374,0.0008513504663716365,Mitt Romney
2013-04-28,Mesa,2013,apr,REP,-0.02255831837990263,-0.021444189045243037,-0.02174357297584506,-0.021770413888705487,0.058965934636002075,0.06958762886597936,0.04173344017094016,0.054266047702897335,0.000429986913441871,Mitt Romney
2013-05-28,Mesa,2013,may,REP,0.0020325203252031803,0.002434902174224485,0.010653854188426905,0.005007017922694868,-0.006041802743305014,-0.006514948683623345,-0.004935581052496585,-0.005678712420285503,0.0017192084166464114,Mitt Romney
2013-06-28,Mesa,2013,june,REP,0.0004580252568213705,0.0009144424758529279,0.005952873088052924,0.00245746438019534,-0.004435682602267121,-0.003862738052461401,-0.0032852357639783225,-0.0036954463549461187,0.0005783042626621437,Mitt Romney
2013-07-28,Mesa,2013,july,REP,0.09875735775016348,0.07931251070633237,0.21389824936303128,0.12716677829872736,-0.2488448844884489,-0.2477229687077284,-0.3278614360498934,-0.2859420023297161,0.0015381460213290676,Mitt Romney
2013-08-28,Mesa,2013,aug,REP,-0.009821428571428537,-0.011956406729446643,-0.011577913944277094,-0.01139726418121534,0.03558875219683655,0.05310477103812028,0.035769230769230775,0.04194213102086364,0.0001675400467251453,Mitt Romney
2013-09-28,Mesa,2013,sept,REP,0.004027652539825732,0.00527414863996567,0.014624790218173091,0.008306885939603825,-0.02163767501060665,-0.02822993739328405,-0.021537318975120682,-0.023979234477359838,0.0010143781117677444,Mitt Romney
2013-10-28,Mesa,2013,oct,REP,0.003951622560172341,0.003195824123145785,0.00867539832568198,0.0052816691505215285,-0.019297484822202948,-0.021904650345554662,-0.016034155597722918,-0.018785090126218876,-1.859358149569612e-05,Mitt Romney
2012-11-28,Mineral,2012,nov,Swing,,,,,,,,,,Mitt Romney
2012-12-28,Mineral,2012,dec,Swing,0.0,0.0,0.0,0.0,-0.014084507042253502,0.0,0.0,-0.006249999999999978,-0.0011961722488038615,Mitt Romney
2013-01-28,Mineral,2013,jan,Swing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitt Romney
2013-02-28,Mineral,2013,feb,Swing,0.006389776357827559,0.007874015748031482,0.00917431192660545,0.007396449704142105,-0.014285714285714237,-0.03703703703703709,0.0,-0.018867924528301886,0.002395209580838386,Mitt Romney
2013-03-28,Mineral,2013,mar,Swing,0.0,-0.00390625,0.0,-0.001468428781204123,0.0,0.0,0.0,0.0,-0.0011947431302270495,Mitt Romney
2013-04-28,Mineral,2013,apr,Swing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitt Romney
2013-05-28,Mineral,2013,may,Swing,0.0,0.007843137254901933,0.01818181818181808,0.00588235294117645,0.0,-0.038461538461538436,0.0,-0.012820512820512777,0.0023923444976077235,Mitt Romney
2013-06-28,Mineral,2013,june,Swing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitt Romney
2013-07-28,Mineral,2013,july,Swing,0.08571428571428563,0.06614785992217898,0.2946428571428572,0.11257309941520477,-0.37681159420289856,-0.34,-0.8285714285714285,-0.4675324675324676,0.005966587112171906,Mitt Romney
2013-08-28,Mineral,2013,aug,Swing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitt Romney
2013-09-28,Mineral,2013,sept,Swing,0.0,0.00364963503649629,0.020689655172413838,0.005256241787122251,0.0,-0.03030303030303028,0.0,-0.012195121951219523,0.003558718861210064,Mitt Romney
2013-10-28,Mineral,2013,oct,Swing,0.011695906432748648,0.00363636363636366,0.11486486486486493,0.028758169934640417,0.0,-0.0625,0.0,-0.02469135802469136,0.023640661938534317,Mitt Romney
2012-11-28,Moffat,2012,nov,REP,,,,,,,,,,Mitt Romney
2012-12-28,Moffat,2012,dec,REP,0.0024067388688326923,0.0026392187912378517,0.014943215780035768,0.005879548704910143,-0.005736137667303964,-0.005922165820642977,-0.009265387160820704,-0.0074626865671642015,0.0013671258807446132,Mitt Romney
2013-01-28,Moffat,2013,jan,REP,0.004801920768307433,0.0,0.012956419316843435,0.0041074249605055355,-0.04230769230769227,-0.028085106382978675,-0.020708082832331283,-0.026942355889724268,-0.006301197227473243,Mitt Romney
2013-02-28,Moffat,2013,feb,REP,-0.002389486260453988,0.0007896814951302566,0.01569767441860459,0.004405286343612369,-0.008032128514056214,-0.01488616462346759,-0.010231923601637159,-0.011590470057952329,-0.0008454872120059465,Mitt Romney
2013-03-28,Moffat,2013,mar,REP,-0.001197604790419193,0.0026301946344029488,0.005724098454493509,0.0029761904761904656,-0.004048582995951454,-0.011555555555555541,-0.004824259131633314,-0.007166123778501676,-0.0003173259995769006,Mitt Romney
2013-04-28,Moffat,2013,apr,REP,0.0023980815347721678,-0.0007869884575025797,0.0051223676721685605,0.0012494143370294086,-0.002032520325203291,-0.005395683453237377,-0.0027700831024930483,-0.0036089238845143923,-0.0003174267273304832,Mitt Romney
2013-05-28,Moffat,2013,may,REP,0.0,0.0005250721974272565,0.0005662514156286048,0.00046794571829678056,-0.004073319755600768,-0.0054249547920434136,-0.001388888888888884,-0.003292723081988802,-0.0007408975444538335,Mitt Romney
2013-06-28,Moffat,2013,june,REP,-0.0035885167464114742,-0.001836788244555243,0.00339558573853993,-0.000623635796694777,-0.004089979550102263,-0.0018181818181818297,-0.0013908205841446366,-0.001982160555004997,-0.001059209829467167,Mitt Romney
2013-07-28,Moffat,2013,july,REP,0.18127250900360134,0.09016824395373302,0.3372814438804286,0.17035881435257405,-0.3162217659137577,-0.3142076502732241,-0.4122562674094707,-0.361138695796094,0.0001060332944544662,Mitt Romney
2013-08-28,Moffat,2013,aug,REP,-0.011178861788617931,-0.011333494092114815,-0.013496415014761731,-0.011996800853105838,0.021021021021021102,0.05179282868525892,0.03791469194312791,0.040414507772020825,-0.0012722646310432404,Mitt Romney
2013-09-28,Moffat,2013,sept,REP,0.0,0.0002439024390243905,0.00769559640872175,0.0025634106853751337,-0.002941176470588225,-0.00883838383838387,-0.007990867579908634,-0.007470119521912344,0.00042462845010615696,Mitt Romney
2013-10-28,Moffat,2013,oct,REP,0.0,0.003901487442087293,0.01442511667373769,0.0067285695061229936,-0.017699115044247815,-0.007643312101910826,-0.00805523590333712,-0.009533366783743058,0.00328947368421062,Mitt Romney
2012-11-28,Montezuma,2012,nov,Swing,,,,,,,,,,Mitt Romney
2012-12-28,Montezuma,2012,dec,Swing,-0.03766233766233762,-0.03032131543219185,-0.11066878980891716,-0.05446315945685243,0.07641633728590258,0.10565110565110558,0.20519262981574535,0.13819222353139193,0.004480379029766279,Mitt Romney
2013-01-28,Montezuma,2013,jan,Swing,0.004723346828610087,0.0021779713752334558,0.012533572068039291,0.005493211959507249,-0.004895960832313362,-0.00622222222222224,-0.0079916608756081,-0.006654835847382468,0.0012817226352217492,Mitt Romney
2013-02-28,Montezuma,2013,feb,Swing,0.006380120886501085,0.003259857187208892,0.0197465369879164,0.008350893623663369,-0.037515375153751584,-0.03488372093023251,-0.04378283712784592,-0.039303260384100036,-0.008038914490527405,Mitt Romney
2013-03-28,Montezuma,2013,mar,Swing,0.005672339005672322,0.005415441745319605,0.014739884393063509,0.007972136222910153,-0.006389776357827448,-0.016682113067655213,-0.008424908424908395,-0.010692701069270116,0.0017550198730191813,Mitt Romney
2013-04-28,Montezuma,2013,apr,Swing,0.002986065029860541,0.0027700831024930483,0.011677584733694069,0.005221531137218793,-0.005144694533762095,-0.004241281809613584,-0.007757665312153716,-0.005952380952380931,0.0015458339774307994,Mitt Romney
2013-05-28,Montezuma,2013,may,Swing,0.004300363876943436,0.0015346838551257846,0.01041666666666674,0.004583301504850645,-0.003878474466709747,-0.00709891150023667,-0.003723008190617994,-0.004884966908288657,0.0014919997942068886,Mitt Romney
2013-06-28,Montezuma,2013,june,Swing,0.003623188405797117,0.0019920318725099584,0.012538311507383606,0.005246749296631492,-0.0064892926670993,-0.0057197330791229906,-0.004484304932735439,-0.005384006334125058,0.001798006781054129,Mitt Romney
2013-07-28,Montezuma,2013,july,Swing,0.17853626517886445,0.11974307998164856,0.3668134287286737,0.20121028744326772,-0.3520574787720444,-0.37104506232023016,-0.4928678678678679,-0.4180862919917211,0.0017435003333161616,Mitt Romney
2013-08-28,Montezuma,2013,aug,Swing,0.0022277917014759123,0.0025949194209231585,0.009261123414535888,0.004596977329974772,-0.0020161290322581182,-0.0038109756097560728,-0.0074019245003701375,-0.004651162790697661,0.0028666496032760946,Mitt Romney
