county,apr_2016active_dem,apr_2016active_rep,apr_2016active_uaf,apr_2016total_active,apr_2016inactive_dem,apr_2016inactive_rep,apr_2016inactive_uaf,apr_2016total_inactive,apr_2016grand_total,aug_2016active_dem,aug_2016active_rep,aug_2016active_uaf,aug_2016total_active,aug_2016inactive_dem,aug_2016inactive_rep,aug_2016inactive_uaf,aug_2016total_inactive,aug_2016grand_total,dec_2015active_dem,dec_2015active_rep,dec_2015active_uaf,dec_2015total_active,dec_2015inactive_dem,dec_2015inactive_rep,dec_2015inactive_uaf,dec_2015total_inactive,dec_2015grand_total,feb_2016active_dem,feb_2016active_rep,feb_2016active_uaf,feb_2016total_active,feb_2016inactive_dem,feb_2016inactive_rep,feb_2016inactive_uaf,feb_2016total_inactive,feb_2016grand_total,jan_2016active_dem,jan_2016active_rep,jan_2016active_uaf,jan_2016total_active,jan_2016inactive_dem,jan_2016inactive_rep,jan_2016inactive_uaf,jan_2016total_inactive,jan_2016grand_total,july_2016active_dem,july_2016active_rep,july_2016active_uaf,july_2016total_active,july_2016inactive_dem,july_2016inactive_rep,july_2016inactive_uaf,july_2016total_inactive,july_2016grand_total,june_2016active_dem,june_2016active_rep,june_2016active_uaf,june_2016total_active,june_2016inactive_dem,june_2016inactive_rep,june_2016inactive_uaf,june_2016total_inactive,june_2016grand_total,mar_2016active_dem,mar_2016active_rep,mar_2016active_uaf,mar_2016total_active,mar_2016inactive_dem,mar_2016inactive_rep,mar_2016inactive_uaf,mar_2016total_inactive,mar_2016grand_total,may_2016active_dem,may_2016active_rep,may_2016active_uaf,may_2016total_active,may_2016inactive_dem,may_2016inactive_rep,may_2016inactive_uaf,may_2016total_inactive,may_2016grand_total,nov_2015active_dem,nov_2015active_rep,nov_2015active_uaf,nov_2015total_active,nov_2015inactive_dem,nov_2015inactive_rep,nov_2015inactive_uaf,nov_2015total_inactive,nov_2015grand_total,oct_2016active_dem,oct_2016active_rep,oct_2016active_uaf,oct_2016total_active,oct_2016inactive_dem,oct_2016inactive_rep,oct_2016inactive_uaf,oct_2016total_inactive,oct_2016grand_total,sept_2016active_dem,sept_2016active_rep,sept_2016active_uaf,sept_2016total_active,sept_2016inactive_dem,sept_2016inactive_rep,sept_2016inactive_uaf,sept_2016total_inactive,sept_2016grand_total
Jefferson,109334,112500,134927,356761,15660,13789,24895,54344,411105,111498,112926,137893,362317,16877,15035,24995,56907,419224,104317,110214,131752,346283,17357,14953,27079,59389,405672,106815,111437,132217,350469,16545,14293,26068,56906,407375,105545,110767,131939,348251,16866,14495,26522,57883,406134,109728,112041,136089,357858,18119,15965,24569,58653,416511,112671,114574,134698,361943,15128,13458,24103,52689,414632,108607,112315,133354,354276,16040,14006,25476,55522,409798,110775,113304,134879,358958,15438,13656,24545,53639,412597,102384,109662,131243,343289,17854,15449,27873,61176,404465,117463,117395,148660,383518,13515,12332,20599,46446,429964,113407,114057,141388,368852,15569,14100,23523,53192,422044
Kiowa,150,548,236,934,13,33,38,84,1018,148,563,222,933,18,37,39,94,1027,156,549,232,937,14,36,39,89,1026,152,552,233,937,15,36,38,89,1026,154,551,232,937,14,36,39,89,1026,146,561,215,922,18,43,41,102,1024,151,575,212,938,13,29,41,83,1021,151,554,235,940,15,35,38,88,1028,151,555,225,931,13,33,43,89,1020,156,545,232,933,15,38,41,94,1027,144,569,233,946,18,34,34,86,1032,143,562,222,927,18,36,38,92,1019
Kit Carson,575,2390,1126,4091,95,272,325,692,4783,575,2422,1128,4125,102,290,313,705,4830,573,2357,1083,4013,98,288,349,735,4748,572,2367,1097,4036,96,276,337,709,4745,568,2370,1099,4037,98,277,341,716,4753,573,2394,1110,4077,109,314,321,744,4821,588,2449,1096,4133,94,263,324,681,4814,570,2383,1112,4065,96,273,333,702,4767,574,2408,1106,4088,95,269,328,692,4780,575,2346,1072,3993,98,301,357,756,4749,580,2535,1224,4339,85,255,275,615,4954,575,2445,1170,4190,97,285,300,682,4872
La Plata,11068,10471,11545,33084,2443,2218,3941,8602,41686,11268,10492,11594,33354,2744,2543,3928,9215,42569,10294,10124,11381,31799,2687,2402,4229,9318,41117,10815,10327,11354,32496,2532,2271,4050,8853,41349,10620,10238,11384,32242,2573,2313,4099,8985,41227,11106,10379,11532,33017,2828,2582,3803,9213,42230,11543,10758,11256,33557,2353,2175,3877,8405,41962,11002,10419,11435,32856,2476,2237,3980,8693,41549,11326,10620,11414,33360,2387,2190,3898,8475,41835,9943,10020,11373,31336,2778,2480,4371,9629,40965,12177,11153,13290,36620,2229,2174,3374,7777,44397,11687,10676,12298,34661,2544,2452,3740,8736,43397
Lake,1685,711,1133,3529,558,304,867,1729,5258,1729,705,1172,3606,594,316,839,1749,5355,1594,692,1101,3387,589,312,897,1798,5185,1650,699,1107,3456,573,309,873,1755,5211,1622,697,1100,3419,580,310,880,1770,5189,1690,692,1081,3463,616,332,857,1805,5268,1763,724,1068,3555,552,299,864,1715,5270,1673,708,1118,3499,566,305,867,1738,5237,1692,722,1129,3543,555,299,866,1720,5263,1562,688,1089,3339,598,315,912,1825,5164,1839,776,1339,3954,525,291,773,1589,5543,1752,737,1241,3730,570,306,811,1687,5417
Larimer,58058,68074,79698,205830,8012,8312,18587,34911,240741,60016,68536,82692,211244,8790,9222,18566,36578,247822,54154,66122,78123,198399,9112,9192,20422,38726,237125,56612,67227,78358,202197,8439,8624,19395,36458,238655,55284,66657,78264,200205,8706,8831,19776,37313,237518,58513,67704,79900,206117,9580,9969,19163,38712,244829,60422,69624,78139,208185,7736,8084,19466,35286,243471,57697,67803,78876,204376,8158,8435,18932,35525,239901,59370,68889,78755,207014,7892,8220,19172,35284,242298,52792,65901,78310,197003,9320,9318,20801,39439,236442,64104,72620,91160,227884,6678,7235,14849,28762,256646,61920,69810,86253,217983,7911,8605,17243,33759,251742
Las Animas,3825,1982,1922,7729,774,591,738,2103,9832,3803,2023,1978,7804,835,633,695,2163,9967,3759,1894,1800,7453,818,623,779,2220,9673,3772,1941,1820,7533,796,598,760,2154,9687,3765,1921,1812,7498,802,601,764,2167,9665,3775,1994,1931,7700,864,658,709,2231,9931,3901,2066,1898,7865,749,569,717,2035,9900,3802,1971,1854,7627,785,593,752,2130,9757,3860,2024,1893,7777,764,581,727,2072,9849,3762,1876,1786,7424,827,627,785,2239,9663,3938,2212,2230,8380,745,577,634,1956,10336,3846,2084,2053,7983,795,609,681,2085,10068
Lincoln,380,1548,641,2569,72,188,205,465,3034,383,1620,594,2597,73,200,202,475,3072,390,1496,620,2506,75,199,229,503,3009,393,1511,635,2539,74,195,215,484,3023,388,1497,623,2508,76,198,227,501,3009,377,1607,577,2561,74,206,209,489,3050,386,1632,577,2595,67,182,209,458,3053,388,1530,642,2560,72,193,208,473,3033,381,1599,609,2589,71,186,200,457,3046,388,1483,614,2485,75,204,237,516,3001,398,1687,666,2751,71,174,166,411,3162,385,1632,602,2619,72,191,185,448,3067
Logan,1806,5447,3361,10614,356,701,1026,2083,12697,1800,5598,3362,10760,377,753,977,2107,12867,1798,5341,3258,10397,368,741,1065,2174,12571,1799,5414,3301,10514,367,717,1048,2132,12646,1793,5367,3276,10436,370,729,1057,2156,12592,1773,5548,3315,10636,390,767,998,2155,12791,1823,5628,3268,10719,350,691,1002,2043,12762,1806,5451,3322,10579,363,706,1037,2106,12685,1814,5551,3293,10658,354,697,1012,2063,12721,1786,5339,3232,10357,380,757,1094,2231,12588,1874,5854,3628,11356,319,643,874,1836,13192,1827,5661,3485,10973,351,724,941,2016,12989
Mesa,16386,36774,29977,83137,5106,10004,12674,27784,110921,16916,37750,29388,84054,5231,10376,12639,28246,112300,15661,35905,28940,80506,5419,10496,13395,29310,109816,16081,36456,29333,81870,5228,10207,13000,28435,110305,15879,36149,29135,81163,5305,10347,13179,28831,109994,16638,37226,28770,82634,5425,10766,12843,29034,111668,17143,38136,28324,83603,5001,9842,12925,27768,111371,16301,36691,29609,82601,5167,10071,12815,28053,110654,16463,36804,30290,83557,5046,9926,12512,27484,111041,15362,35500,28428,79290,5557,10846,13793,30196,109486,17812,40405,32588,90805,4657,9097,11275,25029,115834,17287,38550,30727,86564,4986,9920,12147,27053,113617
Mineral,284,302,132,718,31,31,44,106,824,256,317,126,699,38,41,44,123,822,301,268,132,701,31,32,48,111,812,294,275,136,705,31,31,46,108,813,298,271,136,705,31,32,47,110,815,250,322,129,701,39,44,43,126,827,260,336,129,725,30,30,43,103,828,287,296,131,714,31,31,45,107,821,259,329,131,719,30,31,43,104,823,300,265,133,698,32,33,48,113,811,265,327,143,735,31,33,33,97,832,260,320,130,710,36,37,39,112,822
Moffat,807,3813,2037,6657,428,1110,1371,2909,9566,811,3900,2072,6783,435,1125,1278,2838,9621,793,3710,1977,6480,453,1183,1424,3060,9540,802,3768,2009,6579,436,1129,1391,2956,9535,799,3735,2000,6534,438,1138,1404,2980,9514,798,3828,2027,6653,450,1172,1322,2944,9597,818,3913,1989,6720,423,1090,1345,2858,9578,799,3805,2010,6614,432,1115,1382,2929,9543,814,3861,2014,6689,427,1099,1358,2884,9573,782,3707,1983,6472,458,1189,1431,3078,9550,842,4254,2292,7388,395,994,1139,2528,9916,821,4006,2154,6981,417,1074,1221,2712,9693
Montezuma,3385,6896,4550,14831,981,1404,1854,4239,19070,3481,7061,4520,15062,1004,1464,1877,4345,19407,3193,6745,4441,14379,1026,1460,1913,4399,18778,3328,6828,4461,14617,999,1434,1882,4315,18932,3293,6786,4443,14522,1008,1448,1897,4353,18875,3456,7015,4489,14960,1025,1505,1830,4360,19320,3493,7073,4397,14963,970,1380,1847,4197,19160,3361,6880,4500,14741,991,1413,1862,4266,19007,3450,6995,4477,14922,973,1395,1853,4221,19143,3098,6724,4407,14229,1045,1483,1955,4483,18712,3649,7457,4938,16044,908,1317,1715,3940,19984,3534,7181,4677,15392,969,1413,1833,4215,19607
Montrose,4232,10892,7614,22738,480,1110,1504,3094,25832,4318,11064,7708,23090,550,1297,1441,3288,26378,4071,10633,7436,22140,526,1192,1613,3331,25471,4167,10794,7488,22449,499,1145,1559,3203,25652,4104,10694,7447,22245,513,1176,1592,3281,25526,4273,10959,7555,22787,572,1342,1471,3385,26172,4369,11149,7448,22966,481,1115,1493,3089,26055,4216,10884,7551,22651,491,1122,1528,3141,25792,4250,10940,7550,22740,485,1126,1512,3123,25863,4026,10551,7381,21958,558,1270,1656,3484,25442,4565,11803,8291,24659,441,1029,1237,2707,27366,4410,11312,7930,23652,502,1211,1386,3099,26751
Morgan,2701,5715,4606,13022,405,572,871,1848,14870,2715,5892,4734,13341,430,639,816,1885,15226,2664,5499,4449,12612,449,640,931,2020,14632,2698,5595,4512,12805,423,597,900,1920,14725,2686,5532,4485,12703,433,611,917,1961,14664,2710,5859,4665,13234,439,657,831,1927,15161,2770,5946,4577,13293,388,551,844,1783,15076,2700,5644,4558,12902,417,585,888,1890,14792,2716,5840,4601,13157,397,562,858,1817,14974,2644,5481,4420,12545,462,662,947,2071,14616,2898,6335,5176,14409,339,504,697,1540,15949,2760,6021,4940,13721,392,609,774,1775,15496
Otero,3292,3736,3098,10126,457,379,684,1520,11646,3313,3793,3077,10183,497,434,688,1619,11802,3224,3600,2941,9765,502,440,737,1679,11444,3254,3672,2999,9925,483,400,710,1593,11518,3245,3634,2957,9836,488,416,717,1621,11457,3273,3755,3049,10077,534,459,697,1690,11767,3364,3830,2992,10186,444,372,710,1526,11712,3282,3698,3035,10015,467,386,701,1554,11569,3308,3740,3121,10169,448,376,671,1495,11664,3207,3577,2908,9692,517,455,749,1721,11413,3417,3915,3295,10627,420,350,611,1381,12008,3348,3816,3179,10343,460,399,654,1513,11856
Ouray,1023,1270,1227,3520,159,256,319,734,4254,1077,1270,1236,3583,174,280,300,754,4337,933,1252,1204,3389,169,273,341,783,4172,986,1262,1218,3466,162,263,331,756,4222,971,1262,1215,3448,163,265,334,762,4210,1062,1248,1209,3519,180,293,310,783,4302,1080,1294,1188,3562,158,252,312,722,4284,1014,1265,1223,3502,159,257,322,738,4240,1055,1276,1202,3533,158,255,317,730,4263,922,1255,1207,3384,174,279,353,806,4190,1163,1314,1311,3788,140,256,260,656,4444,1106,1284,1269,3659,160,273,295,728,4387
Park,2366,4596,4178,11140,428,834,1087,2349,13489,2437,4700,4291,11428,468,863,1030,2361,13789,2202,4473,4043,10718,463,893,1175,2531,13249,2313,4545,4100,10958,441,858,1126,2425,13383,2255,4511,4080,10846,452,875,1137,2464,13310,2408,4673,4161,11242,492,897,1049,2438,13680,2477,4755,4063,11295,421,814,1060,2295,13590,2348,4581,4123,11052,434,844,1107,2385,13437,2419,4686,4118,11223,428,825,1072,2325,13548,2162,4460,4033,10655,469,896,1190,2555,13210,2545,4980,4670,12195,402,747,909,2058,14253,2466,4770,4417,11653,444,832,998,2274,13927
Phillips,416,1451,676,2543,124,284,215,623,3166,412,1495,662,2569,135,273,202,610,3179,403,1425,665,2493,134,300,236,670,3163,406,1431,670,2507,129,290,232,651,3158,405,1425,664,2494,132,296,234,662,3156,412,1484,652,2548,137,276,205,618,3166,428,1487,654,2569,123,275,207,605,3174,412,1445,673,2530,125,284,225,634,3164,427,1475,653,2555,124,280,212,616,3171,400,1414,660,2474,137,308,236,681,3155,430,1566,705,2701,124,253,184,561,3262,415,1520,678,2613,132,266,196,594,3207
Pitkin,4376,2089,5340,11805,914,543,1511,2968,14773,4510,2032,5201,11743,1011,578,1707,3296,15039,4173,2038,5317,11528,977,573,1598,3148,14676,4262,2062,5319,11643,948,562,1553,3063,14706,4242,2059,5304,11605,959,566,1580,3105,14710,4380,2029,5057,11466,1075,603,1792,3470,14936,4542,2130,5302,11974,887,529,1482,2898,14872,4371,2076,5318,11765,921,551,1529,3001,14766,4428,2095,5378,11901,904,535,1497,2936,14837,4084,2030,5317,11431,994,581,1624,3199,14630,4842,2142,5582,12566,826,496,1431,2753,15319,4649,2073,5331,12053,936,544,1597,3077,15130
Prowers,1314,2743,1858,5915,227,427,582,1236,7151,1316,2788,1844,5948,241,467,544,1252,7200,1281,2647,1745,5673,245,483,625,1353,7026,1288,2693,1786,5767,241,461,617,1319,7086,1286,2670,1761,5717,243,473,624,1340,7057,1298,2780,1811,5889,255,473,555,1283,7172,1336,2831,1784,5951,211,403,563,1177,7128,1300,2723,1821,5844,235,452,606,1293,7137,1322,2779,1824,5925,213,410,570,1193,7118,1278,2636,1721,5635,247,487,626,1360,6995,1382,2932,1926,6240,182,376,478,1036,7276,1330,2834,1872,6036,221,439,515,1175,7211
Pueblo,39746,23455,28441,91642,6291,3506,7844,17641,109283,40479,24029,28747,93255,6689,3947,8370,19006,112261,38889,22798,27754,89441,6674,3684,8195,18553,107994,39295,23169,27877,90341,6521,3610,8048,18179,108520,39017,22950,27818,89785,6603,3658,8120,18381,108166,39982,23763,27971,91716,6963,4060,8593,19616,111332,40306,23888,27287,91481,6653,3779,8774,19206,110687,39572,23377,28131,91080,6399,3563,7938,17900,108980,39608,23432,27256,90296,6879,3900,8925,19704,110000,38784,22727,27644,89155,6805,3776,8334,18915,108070,42214,25457,31375,99046,5606,3401,7311,16318,115364,41078,24453,29793,95324,6249,3775,7982,18006,113330
Rio Blanco,326,2507,775,3608,66,367,370,803,4411,330,2572,743,3645,68,397,367,832,4477,312,2459,754,3525,70,379,379,828,4353,318,2469,761,3548,70,374,383,827,4375,315,2459,753,3527,71,377,383,831,4358,321,2556,745,3622,75,407,363,845,4467,333,2599,736,3668,66,361,364,791,4459,328,2491,766,3585,70,370,381,821,4406,333,2543,757,3633,66,365,366,797,4430,312,2453,744,3509,73,393,386,852,4361,339,2684,814,3837,59,341,345,745,4582,330,2596,766,3692,68,381,360,809,4501
Rio Grande,2012,2659,1651,6322,422,482,541,1445,7767,2035,2652,1594,6281,434,540,576,1550,7831,1910,2561,1580,6051,472,558,604,1634,7685,1965,2629,1613,6207,437,491,552,1480,7687,1933,2600,1605,6138,442,504,563,1509,7647,2024,2630,1545,6199,455,561,585,1601,7800,2072,2711,1516,6299,403,473,593,1469,7768,1983,2648,1629,6260,430,487,547,1464,7724,2030,2684,1565,6279,417,477,593,1487,7766,1891,2545,1562,5998,479,563,614,1656,7654,2164,2770,1758,6692,359,460,525,1344,8036,2086,2688,1668,6442,404,514,558,1476,7918
Routt,4629,4438,6329,15396,911,878,1860,3649,19045,4778,4475,6470,15723,973,938,1797,3708,19431,4340,4347,6235,14922,1000,955,2001,3956,18878,4513,4396,6234,15143,926,904,1905,3735,18878,4434,4365,6218,15017,948,921,1952,3821,18838,4703,4431,6320,15454,1017,990,1834,3841,19295,4801,4541,6228,15570,894,870,1841,3605,19175,4601,4428,6282,15311,918,888,1874,3680,18991,4689,4475,6332,15496,901,876,1846,3623,19119,4244,4320,6215,14779,1016,968,2034,4018,18797,5142,4717,7060,16919,817,810,1544,3171,20090,4881,4519,6608,16008,916,891,1718,3525,19533
Saguache,1627,790,1028,3445,336,152,392,880,4325,1602,787,1033,3422,376,168,391,935,4357,1570,758,1006,3334,353,162,412,927,4261,1603,774,1000,3377,347,157,406,910,4287,1594,765,1004,3363,348,161,409,918,4281,1579,782,977,3338,404,172,404,980,4318,1657,806,979,3442,330,148,407,885,4327,1625,791,1009,3425,342,154,400,896,4321,1638,799,993,3430,336,149,410,895,4325,1534,752,1014,3300,353,166,415,934,4234,1659,832,1119,3610,328,146,355,829,4439,1618,807,1064,3489,347,154,378,879,4368
San Juan,169,135,278,582,42,36,81,159,741,158,131,290,579,47,39,78,164,743,157,127,273,557,45,39,92,176,733,164,129,275,568,43,39,89,171,739,162,126,274,562,44,39,91,174,736,159,134,284,577,49,39,79,167,744,168,133,279,580,40,36,80,156,736,169,135,279,583,42,36,81,159,742,168,133,279,580,40,36,81,157,737,155,127,268,550,46,41,96,183,733,171,134,288,593,38,35,71,144,737,163,130,288,581,43,39,76,158,739
San Miguel,2214,836,1758,4808,443,179,550,1172,5980,2377,853,1674,4904,470,194,527,1191,6095,2087,829,1838,4754,456,178,565,1199,5953,2160,835,1769,4764,461,181,569,1211,5975,2142,834,1780,4756,453,181,571,1205,5961,2357,843,1644,4844,490,201,535,1226,6070,2348,827,1598,4773,508,210,536,1254,6027,2202,838,1746,4786,447,180,559,1186,5972,2290,841,1711,4842,442,178,542,1162,6004,2014,825,1866,4705,458,178,574,1210,5915,2491,904,1854,5249,401,170,454,1025,6274,2418,863,1733,5014,445,190,501,1136,6150
Sedgwick,255,852,399,1506,30,101,87,218,1724,251,866,387,1504,34,110,92,236,1740,245,846,377,1468,32,104,92,228,1696,247,851,389,1487,30,101,91,222,1709,246,851,382,1479,31,102,92,225,1704,255,864,383,1502,35,109,93,237,1739,266,876,378,1520,29,96,94,219,1739,252,857,397,1506,30,101,91,222,1728,263,869,375,1507,30,98,94,222,1729,244,843,373,1460,31,105,93,229,1689,252,903,432,1587,31,98,78,207,1794,251,876,401,1528,32,107,88,227,1755
Summit,5684,4323,8191,18198,1939,1572,4120,7631,25829,5841,4323,8447,18611,2113,1656,3965,7734,26345,5164,4168,8039,17371,2052,1619,4330,8001,25372,5445,4244,8099,17788,1994,1593,4216,7803,25591,5341,4217,8095,17653,2013,1604,4258,7875,25528,5759,4285,8192,18236,2171,1680,4040,7891,26127,5956,4422,8059,18437,1930,1559,4077,7566,26003,5586,4302,8140,18028,1943,1578,4151,7672,25700,5853,4375,8114,18342,1941,1561,4105,7607,25949,5058,4138,8026,17222,2057,1616,4326,7999,25221,6223,4582,9201,20006,1840,1464,3529,6833,26839,5971,4418,8742,19131,2011,1585,3812,7408,26539
Teller,2582,7509,5320,15411,487,1172,1292,2951,18362,2631,7592,5401,15624,523,1280,1224,3027,18651,2469,7227,5135,14831,519,1276,1363,3158,17989,2536,7429,5188,15153,506,1206,1321,3033,18186,2495,7323,5151,14969,513,1236,1336,3085,18054,2600,7515,5302,15417,548,1339,1257,3144,18561,2693,7699,5210,15602,481,1143,1263,2887,18489,2562,7488,5236,15286,496,1182,1303,2981,18267,2632,7559,5283,15474,485,1159,1280,2924,18398,2412,7156,5109,14677,543,1348,1409,3300,17977,2786,8189,5817,16792,448,1114,1087,2649,19441,2683,7765,5519,15967,502,1227,1173,2902,18869
Washington,266,2057,492,2815,45,189,131,365,3180,265,2097,482,2844,46,212,118,376,3220,265,2026,469,2760,50,201,136,387,3147,265,2039,477,2781,48,195,136,379,3160,269,2023,474,2766,49,195,133,377,3143,265,2095,479,2839,48,213,123,384,3223,272,2112,465,2849,45,190,125,360,3209,264,2046,486,2796,47,193,133,373,3169,267,2080,476,2823,45,189,128,362,3185,259,2017,458,2734,50,204,137,391,3125,276,2187,545,3008,40,186,99,325,3333,274,2123,494,2891,44,207,113,364,3255
Weld,33298,54749,55358,143405,5698,7020,11766,24484,167889,34679,56544,56515,147738,6171,8105,10964,25240,172978,31650,52888,52991,137529,6376,7863,12954,27193,164722,32553,53946,53884,140383,6070,7475,12487,26032,166415,32016,53383,53456,138855,6268,7721,12765,26754,165609,33842,55569,55072,144483,6509,8419,11168,26096,170579,34865,56914,54068,145847,5430,6748,11344,23522,169369,33087,54477,54572,142136,5841,7133,12056,25030,167166,33892,55628,54892,144412,5587,6919,11591,24097,168509,31016,52237,52291,135544,6696,8324,13545,28565,164109,37483,61235,62104,160822,4823,6391,9099,20313,181135,35840,58088,58798,152726,5693,7622,10316,23631,176357
Yuma,819,2942,1589,5350,103,307,307,717,6067,810,2972,1568,5350,114,343,297,754,6104,786,2920,1530,5236,112,324,323,759,5995,798,2939,1558,5295,108,318,317,743,6038,792,2931,1545,5268,109,318,323,750,6018,811,2959,1549,5319,116,350,299,765,6084,831,3002,1538,5371,101,303,298,702,6073,812,2940,1570,5322,106,313,311,730,6052,823,2967,1567,5357,102,308,303,713,6070,786,2917,1529,5232,115,343,326,784,6016,839,3073,1640,5552,104,291,267,662,6214,819,2995,1593,5407,109,329,284,722,6129
