,Grand_total,Forecast,County,Label
2013-12-28,7742.0,,Rio Grande,Swing
2014-01-28,7772.0,,Rio Grande,Swing
2014-02-28,7783.0,,Rio Grande,Swing
2014-03-28,7633.0,,Rio Grande,Swing
2014-04-28,7637.0,,Rio Grande,Swing
2014-05-28,7625.0,,Rio Grande,Swing
2014-06-28,7648.0,,Rio Grande,Swing
2014-07-28,7646.0,,Rio Grande,Swing
2014-08-28,7654.0,,Rio Grande,Swing
2014-09-28,7697.0,,Rio Grande,Swing
2014-10-28,7726.0,,Rio Grande,Swing
2014-11-28,7738.0,,Rio Grande,Swing
2014-12-28,7733.0,,Rio Grande,Swing
2015-01-28,7635.0,,Rio Grande,Swing
2015-02-28,7608.0,,Rio Grande,Swing
2015-03-28,7602.0,,Rio Grande,Swing
2015-04-28,7605.0,,Rio Grande,Swing
2015-05-28,7612.0,,Rio Grande,Swing
2015-06-28,7614.0,,Rio Grande,Swing
2015-07-28,7617.0,,Rio Grande,Swing
2015-08-28,7611.0,,Rio Grande,Swing
2015-09-28,7624.0,,Rio Grande,Swing
2015-10-28,7664.0,,Rio Grande,Swing
2015-11-28,7654.0,,Rio Grande,Swing
2015-12-28,7685.0,,Rio Grande,Swing
2016-01-28,7647.0,,Rio Grande,Swing
2016-02-28,7687.0,,Rio Grande,Swing
2016-03-28,7724.0,,Rio Grande,Swing
2016-04-28,7767.0,,Rio Grande,Swing
2016-05-28,7766.0,,Rio Grande,Swing
2016-06-28,7768.0,,Rio Grande,Swing
2016-07-28,7800.0,,Rio Grande,Swing
2016-08-28,7831.0,,Rio Grande,Swing
2016-09-28,7918.0,,Rio Grande,Swing
2016-10-28,8036.0,,Rio Grande,Swing
2016-11-28,8109.0,,Rio Grande,Swing
2016-12-28,7755.0,,Rio Grande,Swing
2017-01-28,7748.0,,Rio Grande,Swing
2017-02-28,7729.0,,Rio Grande,Swing
2017-03-28,7734.0,,Rio Grande,Swing
2017-04-28,7736.0,,Rio Grande,Swing
2017-05-28,7744.0,,Rio Grande,Swing
2017-06-28,7773.0,,Rio Grande,Swing
2017-07-28,7792.0,,Rio Grande,Swing
2017-08-28,7807.0,,Rio Grande,Swing
2017-09-28,7826.0,,Rio Grande,Swing
2017-10-28,7871.0,,Rio Grande,Swing
2017-11-28 00:00:00,,7860.421682873233,Rio Grande,Swing
2017-12-28 00:00:00,,7892.311506729906,Rio Grande,Swing
2018-01-28 00:00:00,,7851.28649187282,Rio Grande,Swing
2018-02-28 00:00:00,,7892.575547468004,Rio Grande,Swing
2018-03-28 00:00:00,,7937.888320760896,Rio Grande,Swing
2018-04-28 00:00:00,,7982.621525428167,Rio Grande,Swing
2018-05-28 00:00:00,,7982.111062117704,Rio Grande,Swing
2018-06-28 00:00:00,,7983.177997831926,Rio Grande,Swing
2018-07-28 00:00:00,,8016.689838198697,Rio Grande,Swing
2018-08-28 00:00:00,,8048.711659073069,Rio Grande,Swing
2018-09-28 00:00:00,,8137.667493966204,Rio Grande,Swing
2018-10-28 00:00:00,,8259.623767964233,Rio Grande,Swing
2018-11-28 00:00:00,,8335.346914380612,Rio Grande,Swing
2018-12-28 00:00:00,,8137.760619370062,Rio Grande,Swing
2019-01-28 00:00:00,,8091.341551775585,Rio Grande,Swing
2019-02-28 00:00:00,,8068.8515161787145,Rio Grande,Swing
2019-03-28 00:00:00,,8077.050025891445,Rio Grande,Swing
2012-11-28,18946.0,,Routt,DEM
2012-12-28,19023.0,,Routt,DEM
2013-01-28,18276.0,,Routt,DEM
2013-02-28,18243.0,,Routt,DEM
2013-03-28,18253.0,,Routt,DEM
2013-04-28,18259.0,,Routt,DEM
2013-05-28,18282.0,,Routt,DEM
2013-06-28,18293.0,,Routt,DEM
2013-07-28,18300.0,,Routt,DEM
2013-08-28,18353.0,,Routt,DEM
2013-09-28,18421.0,,Routt,DEM
2013-10-28,18469.0,,Routt,DEM
2013-11-28,18470.0,,Routt,DEM
2013-12-28,18574.0,,Routt,DEM
2014-01-28,18531.0,,Routt,DEM
2014-02-28,18516.0,,Routt,DEM
2014-03-28,18146.0,,Routt,DEM
2014-04-28,18174.0,,Routt,DEM
2014-05-28,18247.0,,Routt,DEM
2014-06-28,18276.0,,Routt,DEM
2014-07-28,18357.0,,Routt,DEM
2014-08-28,18385.0,,Routt,DEM
2014-09-28,18534.0,,Routt,DEM
2014-10-28,18627.0,,Routt,DEM
2014-11-28,18697.0,,Routt,DEM
2014-12-28,18726.0,,Routt,DEM
2015-01-28,18177.0,,Routt,DEM
2015-02-28,18156.0,,Routt,DEM
2015-03-28,18207.0,,Routt,DEM
2015-04-28,18260.0,,Routt,DEM
2015-05-28,18332.0,,Routt,DEM
2015-06-28,18364.0,,Routt,DEM
2015-07-28,18441.0,,Routt,DEM
2015-08-28,18497.0,,Routt,DEM
2015-09-28,18581.0,,Routt,DEM
2015-10-28,18766.0,,Routt,DEM
2015-11-28,18797.0,,Routt,DEM
2015-12-28,18878.0,,Routt,DEM
2016-01-28,18838.0,,Routt,DEM
2016-02-28,18878.0,,Routt,DEM
2016-03-28,18991.0,,Routt,DEM
2016-04-28,19045.0,,Routt,DEM
2016-05-28,19119.0,,Routt,DEM
2016-06-28,19175.0,,Routt,DEM
2016-07-28,19295.0,,Routt,DEM
2016-08-28,19431.0,,Routt,DEM
2016-09-28,19533.0,,Routt,DEM
2016-10-28,20090.0,,Routt,DEM
2016-11-28,20217.0,,Routt,DEM
2016-12-28,20280.0,,Routt,DEM
2017-01-28,19465.0,,Routt,DEM
2017-02-28,19490.0,,Routt,DEM
2017-03-28,19531.0,,Routt,DEM
2017-04-28,19559.0,,Routt,DEM
2017-05-28,19598.0,,Routt,DEM
2017-06-28,19667.0,,Routt,DEM
2017-07-28,19693.0,,Routt,DEM
2017-08-28,19746.0,,Routt,DEM
2017-09-28,19816.0,,Routt,DEM
2017-10-28,19886.0,,Routt,DEM
2017-11-28 00:00:00,,19893.89751400748,Routt,DEM
2017-12-28 00:00:00,,19992.613109679176,Routt,DEM
2018-01-28 00:00:00,,19950.374206012515,Routt,DEM
2018-02-28 00:00:00,,19948.015819115197,Routt,DEM
2018-03-28 00:00:00,,19689.03217540193,Routt,DEM
2018-04-28 00:00:00,,19723.008209838903,Routt,DEM
2018-05-28 00:00:00,,19796.23805547274,Routt,DEM
2018-06-28 00:00:00,,19831.443939397326,Routt,DEM
2018-07-28 00:00:00,,19921.40799423101,Routt,DEM
2018-08-28 00:00:00,,19974.23155265108,Routt,DEM
2018-09-28 00:00:00,,20112.42872121652,Routt,DEM
2018-10-28 00:00:00,,20312.077975055694,Routt,DEM
2018-11-28 00:00:00,,20395.17925070315,Routt,DEM
2018-12-28 00:00:00,,20431.19294815522,Routt,DEM
2019-01-28 00:00:00,,19824.679819531557,Routt,DEM
2019-02-28 00:00:00,,19812.512371279514,Routt,DEM
2019-03-28 00:00:00,,19861.358500150785,Routt,DEM
2012-11-28,4312.0,,Saguache,DEM
2012-12-28,4322.0,,Saguache,DEM
2013-01-28,4180.0,,Saguache,DEM
2013-02-28,4195.0,,Saguache,DEM
2013-03-28,4214.0,,Saguache,DEM
2013-04-28,4202.0,,Saguache,DEM
2013-05-28,4175.0,,Saguache,DEM
2013-06-28,4180.0,,Saguache,DEM
2013-07-28,4180.0,,Saguache,DEM
2013-08-28,4193.0,,Saguache,DEM
2013-09-28,4199.0,,Saguache,DEM
2013-10-28,4220.0,,Saguache,DEM
2013-11-28,4218.0,,Saguache,DEM
2013-12-28,4205.0,,Saguache,DEM
2014-01-28,4208.0,,Saguache,DEM
2014-02-28,4189.0,,Saguache,DEM
2014-03-28,4205.0,,Saguache,DEM
2014-04-28,4222.0,,Saguache,DEM
2014-05-28,4215.0,,Saguache,DEM
2014-06-28,4212.0,,Saguache,DEM
2014-07-28,4225.0,,Saguache,DEM
2014-08-28,4231.0,,Saguache,DEM
2014-09-28,4253.0,,Saguache,DEM
2014-10-28,4295.0,,Saguache,DEM
2014-11-28,4293.0,,Saguache,DEM
2014-12-28,4244.0,,Saguache,DEM
2015-01-28,4243.0,,Saguache,DEM
2015-02-28,4220.0,,Saguache,DEM
2015-03-28,4222.0,,Saguache,DEM
2015-04-28,4206.0,,Saguache,DEM
2015-05-28,4210.0,,Saguache,DEM
2015-06-28,4212.0,,Saguache,DEM
2015-07-28,4211.0,,Saguache,DEM
2015-08-28,4205.0,,Saguache,DEM
2015-09-28,4230.0,,Saguache,DEM
2015-10-28,4240.0,,Saguache,DEM
2015-11-28,4234.0,,Saguache,DEM
2015-12-28,4261.0,,Saguache,DEM
2016-01-28,4281.0,,Saguache,DEM
2016-02-28,4287.0,,Saguache,DEM
2016-03-28,4321.0,,Saguache,DEM
2016-04-28,4325.0,,Saguache,DEM
2016-05-28,4325.0,,Saguache,DEM
2016-06-28,4327.0,,Saguache,DEM
2016-07-28,4318.0,,Saguache,DEM
2016-08-28,4357.0,,Saguache,DEM
2016-09-28,4368.0,,Saguache,DEM
2016-10-28,4439.0,,Saguache,DEM
2016-11-28,4478.0,,Saguache,DEM
2016-12-28,4486.0,,Saguache,DEM
2017-01-28,4176.0,,Saguache,DEM
2017-02-28,4181.0,,Saguache,DEM
2017-03-28,4183.0,,Saguache,DEM
2017-04-28,4194.0,,Saguache,DEM
2017-05-28,4201.0,,Saguache,DEM
2017-06-28,4214.0,,Saguache,DEM
2017-07-28,4218.0,,Saguache,DEM
2017-08-28,4240.0,,Saguache,DEM
2017-09-28,4246.0,,Saguache,DEM
2017-10-28,4286.0,,Saguache,DEM
2017-11-28 00:00:00,,4261.314488693986,Saguache,DEM
2017-12-28 00:00:00,,4303.243626278564,Saguache,DEM
2018-01-28 00:00:00,,4386.7844210251415,Saguache,DEM
2018-02-28 00:00:00,,4463.110482830098,Saguache,DEM
2018-03-28 00:00:00,,4352.16077670048,Saguache,DEM
2018-04-28 00:00:00,,4564.515808669439,Saguache,DEM
2018-05-28 00:00:00,,4259.616753837587,Saguache,DEM
2018-06-28 00:00:00,,4709.802921072064,Saguache,DEM
2018-07-28 00:00:00,,4036.1155134621986,Saguache,DEM
2018-08-28 00:00:00,,5076.040790771472,Saguache,DEM
2018-09-28 00:00:00,,3552.7647839139595,Saguache,DEM
2018-10-28 00:00:00,,5925.233469935212,Saguache,DEM
2018-11-28 00:00:00,,2439.4229243159543,Saguache,DEM
2018-12-28 00:00:00,,7672.885485979661,Saguache,DEM
2019-01-28 00:00:00,,-424.8577190361357,Saguache,DEM
2019-02-28 00:00:00,,11499.105430963871,Saguache,DEM
2019-03-28 00:00:00,,-6466.797296000819,Saguache,DEM
2012-11-28,660.0,,San Juan,DEM
2012-12-28,664.0,,San Juan,DEM
2013-01-28,662.0,,San Juan,DEM
2013-02-28,665.0,,San Juan,DEM
2013-03-28,665.0,,San Juan,DEM
2013-04-28,663.0,,San Juan,DEM
2013-05-28,661.0,,San Juan,DEM
2013-06-28,659.0,,San Juan,DEM
2013-07-28,660.0,,San Juan,DEM
2013-08-28,659.0,,San Juan,DEM
2013-09-28,662.0,,San Juan,DEM
2013-10-28,665.0,,San Juan,DEM
2013-11-28,665.0,,San Juan,DEM
2013-12-28,670.0,,San Juan,DEM
2014-01-28,675.0,,San Juan,DEM
2014-02-28,681.0,,San Juan,DEM
2014-03-28,696.0,,San Juan,DEM
2014-04-28,698.0,,San Juan,DEM
2014-05-28,700.0,,San Juan,DEM
2014-06-28,699.0,,San Juan,DEM
2014-07-28,696.0,,San Juan,DEM
2014-08-28,696.0,,San Juan,DEM
2014-09-28,705.0,,San Juan,DEM
2014-10-28,713.0,,San Juan,DEM
2014-11-28,714.0,,San Juan,DEM
2014-12-28,719.0,,San Juan,DEM
2015-01-28,726.0,,San Juan,DEM
2015-02-28,735.0,,San Juan,DEM
2015-03-28,732.0,,San Juan,DEM
2015-04-28,729.0,,San Juan,DEM
2015-05-28,731.0,,San Juan,DEM
2015-06-28,730.0,,San Juan,DEM
2015-07-28,731.0,,San Juan,DEM
2015-08-28,730.0,,San Juan,DEM
2015-09-28,733.0,,San Juan,DEM
2015-10-28,733.0,,San Juan,DEM
2015-11-28,733.0,,San Juan,DEM
2015-12-28,733.0,,San Juan,DEM
2016-01-28,736.0,,San Juan,DEM
2016-02-28,739.0,,San Juan,DEM
2016-03-28,742.0,,San Juan,DEM
2016-04-28,741.0,,San Juan,DEM
2016-05-28,737.0,,San Juan,DEM
2016-06-28,736.0,,San Juan,DEM
2016-07-28,744.0,,San Juan,DEM
2016-08-28,743.0,,San Juan,DEM
2016-09-28,739.0,,San Juan,DEM
2016-10-28,737.0,,San Juan,DEM
2016-11-28,735.0,,San Juan,DEM
2016-12-28,733.0,,San Juan,DEM
2017-01-28,695.0,,San Juan,DEM
2017-02-28,698.0,,San Juan,DEM
2017-03-28,710.0,,San Juan,DEM
2017-04-28,713.0,,San Juan,DEM
2017-05-28,714.0,,San Juan,DEM
2017-06-28,712.0,,San Juan,DEM
2017-07-28,713.0,,San Juan,DEM
2017-08-28,713.0,,San Juan,DEM
2017-09-28,714.0,,San Juan,DEM
2017-10-28,715.0,,San Juan,DEM
2017-11-28 00:00:00,,714.9981005965237,San Juan,DEM
2017-12-28 00:00:00,,717.2330309715908,San Juan,DEM
2018-01-28 00:00:00,,721.1226451268594,San Juan,DEM
2018-02-28 00:00:00,,725.4639793386726,San Juan,DEM
2018-03-28 00:00:00,,733.8307420171973,San Juan,DEM
2018-04-28 00:00:00,,734.1723051157558,San Juan,DEM
2018-05-28 00:00:00,,732.8557577575467,San Juan,DEM
2018-06-28 00:00:00,,731.8556890456376,San Juan,DEM
2018-07-28 00:00:00,,734.9357879718823,San Juan,DEM
2018-08-28 00:00:00,,734.3834924983294,San Juan,DEM
2018-09-28 00:00:00,,736.1978351155065,San Juan,DEM
2018-10-28 00:00:00,,738.6704034104114,San Juan,DEM
2018-11-28 00:00:00,,738.0102921807271,San Juan,DEM
2018-12-28 00:00:00,,728.0904031306054,San Juan,DEM
2019-01-28 00:00:00,,718.6667822031231,San Juan,DEM
2019-02-28 00:00:00,,725.1807186020014,San Juan,DEM
2019-03-28 00:00:00,,739.5671942093613,San Juan,DEM
2012-11-28,6619.0,,San Miguel,DEM
2012-12-28,6558.0,,San Miguel,DEM
2013-01-28,6490.0,,San Miguel,DEM
2013-02-28,6486.0,,San Miguel,DEM
2013-03-28,6475.0,,San Miguel,DEM
2013-04-28,6469.0,,San Miguel,DEM
2013-05-28,6474.0,,San Miguel,DEM
2013-06-28,6481.0,,San Miguel,DEM
2013-07-28,6488.0,,San Miguel,DEM
2013-08-28,6503.0,,San Miguel,DEM
2013-09-28,6510.0,,San Miguel,DEM
2013-10-28,6540.0,,San Miguel,DEM
2013-11-28,6544.0,,San Miguel,DEM
2013-12-28,6522.0,,San Miguel,DEM
2014-01-28,6505.0,,San Miguel,DEM
2014-02-28,6387.0,,San Miguel,DEM
2014-03-28,6337.0,,San Miguel,DEM
2014-04-28,6345.0,,San Miguel,DEM
2014-05-28,6353.0,,San Miguel,DEM
2014-06-28,6373.0,,San Miguel,DEM
2014-07-28,6372.0,,San Miguel,DEM
2014-08-28,6401.0,,San Miguel,DEM
2014-09-28,6490.0,,San Miguel,DEM
2014-10-28,6541.0,,San Miguel,DEM
2014-11-28,6553.0,,San Miguel,DEM
2014-12-28,6560.0,,San Miguel,DEM
2015-01-28,5733.0,,San Miguel,DEM
2015-02-28,5740.0,,San Miguel,DEM
2015-03-28,5763.0,,San Miguel,DEM
2015-04-28,5770.0,,San Miguel,DEM
2015-05-28,5773.0,,San Miguel,DEM
2015-06-28,5782.0,,San Miguel,DEM
2015-07-28,5787.0,,San Miguel,DEM
2015-08-28,5808.0,,San Miguel,DEM
2015-09-28,5817.0,,San Miguel,DEM
2015-10-28,5883.0,,San Miguel,DEM
2015-11-28,5915.0,,San Miguel,DEM
2015-12-28,5953.0,,San Miguel,DEM
2016-01-28,5961.0,,San Miguel,DEM
2016-02-28,5975.0,,San Miguel,DEM
2016-03-28,5972.0,,San Miguel,DEM
2016-04-28,5980.0,,San Miguel,DEM
2016-05-28,6004.0,,San Miguel,DEM
2016-06-28,6027.0,,San Miguel,DEM
2016-07-28,6070.0,,San Miguel,DEM
2016-08-28,6095.0,,San Miguel,DEM
2016-09-28,6150.0,,San Miguel,DEM
2016-10-28,6274.0,,San Miguel,DEM
2016-11-28,6368.0,,San Miguel,DEM
2016-12-28,6380.0,,San Miguel,DEM
2017-01-28,6164.0,,San Miguel,DEM
2017-02-28,6169.0,,San Miguel,DEM
2017-03-28,6164.0,,San Miguel,DEM
2017-04-28,6167.0,,San Miguel,DEM
2017-05-28,6168.0,,San Miguel,DEM
2017-06-28,6163.0,,San Miguel,DEM
2017-07-28,6215.0,,San Miguel,DEM
2017-08-28,6248.0,,San Miguel,DEM
2017-09-28,6260.0,,San Miguel,DEM
2017-10-28,6305.0,,San Miguel,DEM
2017-11-28 00:00:00,,6336.015715352765,San Miguel,DEM
2017-12-28 00:00:00,,6341.0715865369075,San Miguel,DEM
2018-01-28 00:00:00,,6334.7714977425985,San Miguel,DEM
2018-02-28 00:00:00,,6287.054088118947,San Miguel,DEM
2018-03-28 00:00:00,,6260.043295822155,San Miguel,DEM
2018-04-28 00:00:00,,6269.153421617113,San Miguel,DEM
2018-05-28 00:00:00,,6289.077947363889,San Miguel,DEM
2018-06-28 00:00:00,,6311.884321959181,San Miguel,DEM
2018-07-28 00:00:00,,6331.7498623662195,San Miguel,DEM
2018-08-28 00:00:00,,6360.981263375976,San Miguel,DEM
2018-09-28 00:00:00,,6435.23546635324,San Miguel,DEM
2018-10-28 00:00:00,,6520.556408505283,San Miguel,DEM
2018-11-28 00:00:00,,6571.92706095063,San Miguel,DEM
2018-12-28 00:00:00,,6588.928345387107,San Miguel,DEM
2019-01-28 00:00:00,,6043.877169727331,San Miguel,DEM
2019-02-28 00:00:00,,6049.86240147955,San Miguel,DEM
2019-03-28 00:00:00,,6053.615627791539,San Miguel,DEM
2012-11-28,1683.0,,Sedgwick,REP
2012-12-28,1686.0,,Sedgwick,REP
2013-01-28,1625.0,,Sedgwick,REP
2013-02-28,1622.0,,Sedgwick,REP
2013-03-28,1627.0,,Sedgwick,REP
2013-04-28,1632.0,,Sedgwick,REP
2013-05-28,1626.0,,Sedgwick,REP
2013-06-28,1631.0,,Sedgwick,REP
2013-07-28,1628.0,,Sedgwick,REP
2013-08-28,1647.0,,Sedgwick,REP
2013-09-28,1651.0,,Sedgwick,REP
2013-10-28,1661.0,,Sedgwick,REP
2013-11-28,1660.0,,Sedgwick,REP
2013-12-28,1651.0,,Sedgwick,REP
2014-01-28,1650.0,,Sedgwick,REP
2014-02-28,1648.0,,Sedgwick,REP
2014-03-28,1651.0,,Sedgwick,REP
2014-04-28,1653.0,,Sedgwick,REP
2014-05-28,1663.0,,Sedgwick,REP
2014-06-28,1666.0,,Sedgwick,REP
2014-07-28,1665.0,,Sedgwick,REP
2014-08-28,1664.0,,Sedgwick,REP
2014-09-28,1677.0,,Sedgwick,REP
2014-10-28,1684.0,,Sedgwick,REP
2014-11-28,1684.0,,Sedgwick,REP
2014-12-28,1670.0,,Sedgwick,REP
2015-01-28,1670.0,,Sedgwick,REP
2015-02-28,1674.0,,Sedgwick,REP
2015-03-28,1679.0,,Sedgwick,REP
2015-04-28,1678.0,,Sedgwick,REP
2015-05-28,1679.0,,Sedgwick,REP
2015-06-28,1685.0,,Sedgwick,REP
2015-07-28,1686.0,,Sedgwick,REP
2015-08-28,1683.0,,Sedgwick,REP
2015-09-28,1682.0,,Sedgwick,REP
2015-10-28,1689.0,,Sedgwick,REP
2015-11-28,1689.0,,Sedgwick,REP
2015-12-28,1696.0,,Sedgwick,REP
2016-01-28,1704.0,,Sedgwick,REP
2016-02-28,1709.0,,Sedgwick,REP
2016-03-28,1728.0,,Sedgwick,REP
2016-04-28,1724.0,,Sedgwick,REP
2016-05-28,1729.0,,Sedgwick,REP
2016-06-28,1739.0,,Sedgwick,REP
2016-07-28,1739.0,,Sedgwick,REP
2016-08-28,1740.0,,Sedgwick,REP
2016-09-28,1755.0,,Sedgwick,REP
2016-10-28,1794.0,,Sedgwick,REP
2016-11-28,1809.0,,Sedgwick,REP
2016-12-28,1804.0,,Sedgwick,REP
2017-01-28,1764.0,,Sedgwick,REP
2017-02-28,1768.0,,Sedgwick,REP
2017-03-28,1767.0,,Sedgwick,REP
2017-04-28,1769.0,,Sedgwick,REP
2017-05-28,1776.0,,Sedgwick,REP
2017-06-28,1777.0,,Sedgwick,REP
2017-07-28,1770.0,,Sedgwick,REP
2017-08-28,1777.0,,Sedgwick,REP
2017-09-28,1781.0,,Sedgwick,REP
2017-10-28,1791.0,,Sedgwick,REP
2017-11-28 00:00:00,,1790.4563321319797,Sedgwick,REP
2017-12-28 00:00:00,,1788.7573726800917,Sedgwick,REP
2018-01-28 00:00:00,,1791.8647487211583,Sedgwick,REP
2018-02-28 00:00:00,,1793.0589460650892,Sedgwick,REP
2018-03-28 00:00:00,,1803.3599682970357,Sedgwick,REP
2018-04-28 00:00:00,,1802.622084957809,Sedgwick,REP
2018-05-28 00:00:00,,1810.3405155076437,Sedgwick,REP
2018-06-28 00:00:00,,1816.5347127325942,Sedgwick,REP
2018-07-28 00:00:00,,1815.991026622512,Sedgwick,REP
2018-08-28 00:00:00,,1815.9036562847477,Sedgwick,REP
2018-09-28 00:00:00,,1829.8162839524323,Sedgwick,REP
2018-10-28 00:00:00,,1851.4183283055975,Sedgwick,REP
2018-11-28 00:00:00,,1858.2630354563255,Sedgwick,REP
2018-12-28 00:00:00,,1849.963333218484,Sedgwick,REP
2019-01-28 00:00:00,,1832.6055772964028,Sedgwick,REP
2019-02-28 00:00:00,,1836.027436644169,Sedgwick,REP
2019-03-28 00:00:00,,1837.6628622920994,Sedgwick,REP
2012-11-28,25434.0,,Summit,DEM
2012-12-28,25526.0,,Summit,DEM
2013-01-28,25665.0,,Summit,DEM
2013-02-28,25623.0,,Summit,DEM
2013-03-28,25646.0,,Summit,DEM
2013-04-28,25608.0,,Summit,DEM
2013-05-28,25620.0,,Summit,DEM
2013-06-28,25644.0,,Summit,DEM
2013-07-28,25776.0,,Summit,DEM
2013-08-28,25884.0,,Summit,DEM
2013-09-28,25952.0,,Summit,DEM
2013-10-28,26027.0,,Summit,DEM
2013-11-28,26024.0,,Summit,DEM
2013-12-28,26164.0,,Summit,DEM
2014-01-28,26164.0,,Summit,DEM
2014-02-28,25866.0,,Summit,DEM
2014-03-28,23804.0,,Summit,DEM
2014-04-28,23879.0,,Summit,DEM
2014-05-28,23929.0,,Summit,DEM
2014-06-28,23994.0,,Summit,DEM
2014-07-28,24105.0,,Summit,DEM
2014-08-28,24082.0,,Summit,DEM
2014-09-28,25773.0,,Summit,DEM
2014-10-28,25892.0,,Summit,DEM
2014-11-28,25911.0,,Summit,DEM
2014-12-28,24512.0,,Summit,DEM
2015-01-28,24551.0,,Summit,DEM
2015-02-28,24616.0,,Summit,DEM
2015-03-28,24709.0,,Summit,DEM
2015-04-28,24755.0,,Summit,DEM
2015-05-28,24819.0,,Summit,DEM
2015-06-28,24893.0,,Summit,DEM
2015-07-28,24988.0,,Summit,DEM
2015-08-28,25084.0,,Summit,DEM
2015-09-28,25119.0,,Summit,DEM
2015-10-28,25205.0,,Summit,DEM
2015-11-28,25221.0,,Summit,DEM
2015-12-28,25372.0,,Summit,DEM
2016-01-28,25528.0,,Summit,DEM
2016-02-28,25591.0,,Summit,DEM
2016-03-28,25700.0,,Summit,DEM
2016-04-28,25829.0,,Summit,DEM
2016-05-28,25949.0,,Summit,DEM
2016-06-28,26003.0,,Summit,DEM
2016-07-28,26127.0,,Summit,DEM
2016-08-28,26345.0,,Summit,DEM
2016-09-28,26539.0,,Summit,DEM
2016-10-28,26839.0,,Summit,DEM
2016-11-28,26984.0,,Summit,DEM
2016-12-28,27001.0,,Summit,DEM
2017-01-28,26080.0,,Summit,DEM
2017-02-28,26103.0,,Summit,DEM
2017-03-28,26116.0,,Summit,DEM
2017-04-28,26160.0,,Summit,DEM
2017-05-28,26240.0,,Summit,DEM
2017-06-28,26276.0,,Summit,DEM
2017-07-28,26363.0,,Summit,DEM
2017-08-28,26480.0,,Summit,DEM
2017-09-28,26554.0,,Summit,DEM
2017-10-28,26620.0,,Summit,DEM
2017-11-28 00:00:00,,26622.347641117813,Summit,DEM
2017-12-28 00:00:00,,26765.223391842388,Summit,DEM
2018-01-28 00:00:00,,26823.50481328131,Summit,DEM
2018-02-28 00:00:00,,26658.87716157246,Summit,DEM
2018-03-28 00:00:00,,25402.333097475053,Summit,DEM
2018-04-28 00:00:00,,25497.053540390825,Summit,DEM
2018-05-28 00:00:00,,25572.806270461824,Summit,DEM
2018-06-28 00:00:00,,25633.556775720124,Summit,DEM
2018-07-28 00:00:00,,25749.263867338275,Summit,DEM
2018-08-28 00:00:00,,25815.642546196003,Summit,DEM
2018-09-28 00:00:00,,26950.870729917184,Summit,DEM
2018-10-28 00:00:00,,27137.017085557356,Summit,DEM
2018-11-28 00:00:00,,27202.756569498324,Summit,DEM
2018-12-28 00:00:00,,26347.26134960704,Summit,DEM
2019-01-28 00:00:00,,26113.30739643576,Summit,DEM
2019-02-28 00:00:00,,26154.16367178905,Summit,DEM
2019-03-28 00:00:00,,26157.364805854144,Summit,DEM
2012-11-28,19907.0,,Teller,REP
2012-12-28,20007.0,,Teller,REP
2013-01-28,17142.0,,Teller,REP
2013-02-28,17169.0,,Teller,REP
2013-03-28,17197.0,,Teller,REP
2013-04-28,17216.0,,Teller,REP
2013-05-28,17219.0,,Teller,REP
2013-06-28,17279.0,,Teller,REP
2013-07-28,17286.0,,Teller,REP
2013-08-28,17332.0,,Teller,REP
2013-09-28,17384.0,,Teller,REP
2013-10-28,17434.0,,Teller,REP
2013-11-28,17471.0,,Teller,REP
2013-12-28,17394.0,,Teller,REP
2014-01-28,17432.0,,Teller,REP
2014-02-28,17003.0,,Teller,REP
2014-03-28,17058.0,,Teller,REP
2014-04-28,17110.0,,Teller,REP
2014-05-28,17127.0,,Teller,REP
2014-06-28,17199.0,,Teller,REP
2014-07-28,17228.0,,Teller,REP
2014-08-28,17284.0,,Teller,REP
2014-09-28,17451.0,,Teller,REP
2014-10-28,17723.0,,Teller,REP
2014-11-28,17770.0,,Teller,REP
2014-12-28,17806.0,,Teller,REP
2015-01-28,17655.0,,Teller,REP
2015-02-28,17642.0,,Teller,REP
2015-03-28,17616.0,,Teller,REP
2015-04-28,17618.0,,Teller,REP
2015-05-28,17647.0,,Teller,REP
2015-06-28,17711.0,,Teller,REP
2015-07-28,17748.0,,Teller,REP
2015-08-28,17794.0,,Teller,REP
2015-09-28,17821.0,,Teller,REP
2015-10-28,17905.0,,Teller,REP
2015-11-28,17977.0,,Teller,REP
2015-12-28,17989.0,,Teller,REP
2016-01-28,18054.0,,Teller,REP
2016-02-28,18186.0,,Teller,REP
2016-03-28,18267.0,,Teller,REP
2016-04-28,18362.0,,Teller,REP
2016-05-28,18398.0,,Teller,REP
2016-06-28,18489.0,,Teller,REP
2016-07-28,18561.0,,Teller,REP
2016-08-28,18651.0,,Teller,REP
2016-09-28,18869.0,,Teller,REP
2016-10-28,19441.0,,Teller,REP
2016-11-28,19712.0,,Teller,REP
2016-12-28,19004.0,,Teller,REP
2017-01-28,19026.0,,Teller,REP
2017-02-28,19065.0,,Teller,REP
2017-03-28,19116.0,,Teller,REP
2017-04-28,19133.0,,Teller,REP
2017-05-28,19232.0,,Teller,REP
2017-06-28,19280.0,,Teller,REP
2017-07-28,19372.0,,Teller,REP
2017-08-28,19523.0,,Teller,REP
2017-09-28,19581.0,,Teller,REP
2017-10-28,19684.0,,Teller,REP
2017-11-28 00:00:00,,19843.805096242606,Teller,REP
